Animal,clipped_PA_surf,total_surf
Bf,0.0,0.04251053
Ch,524957.6,3969132.0
Ct,92618.42,422644.44
Dk,12787.098,56659.992
Gt,3344.8955,12280.868
Ho,2404.2065,10072.665
Pg,74397.63,349019.56
Sh,25596.748,92762.73
