Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,2413690.0,3428000.0
Ct,7212.7109375,8945.0
Dk,0.0,0.0
Gt,15515.982421875,19151.0
Ho,0.0,0.0
Pg,0.0,0.0
Sh,36157.1796875,47615.0
