Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,269900.5625,757590.4
Ct,512339.6875,1742475.8
Dk,45.935516357421875,56.74292
Gt,413768.90625,1203620.2
Ho,9870.1416015625,32306.191
Pg,1369.3944091796875,4511.3887
Sh,94883.7421875,241088.28
