Animal,clipped_PA_surf,total_surf
Bf,0.031984493,0.031984493
Ch,8388133.5,45433056.0
Ct,515043.7,2801665.5
Dk,153.74928,246.65486
Gt,6482.7104,25076.695
Ho,36528.145,182762.2
Pg,101793.586,483063.3
Sh,3974.8594,16038.478
