Animal,clipped_PA_surf,total_surf
Bf,885588.9,3525108.0
Ch,98831850.0,318256400.0
Ct,4355279.0,15982730.0
Dk,6987858.5,23410294.0
Gt,2289216.8,6338298.0
Ho,33044.41,107150.83
Pg,4412285.0,15057090.0
Sh,451036.2,1322109.9
