Animal,clipped_PA_surf,total_surf
Bf,1135.8395,3966.195
Ch,31718198.0,88501736.0
Ct,6661758.5,27385164.0
Dk,449043.9,1145785.8
Gt,569606.25,3598219.8
Ho,93870.71,271353.47
Pg,593267.2,2270200.8
Sh,17143404.0,70861496.0
