,Area Code (M49),Area,Item Code (CPC),Item,Volume,Unit
3460,706,Somalia,21115,"Meat of sheep, fresh or chilled",281687034.42,USD
3461,706,Somalia,02951.01,Raw hides and skins of cattle,,USD
3462,706,Somalia,02954,Raw hides and skins of goats or kids,,USD
3463,706,Somalia,02953,Raw hides and skins of sheep or lambs,,USD
3464,706,Somalia,02293,Raw milk of camel,,USD
3465,706,Somalia,02211,Raw milk of cattle,313610011.5866667,USD
3466,706,Somalia,02292,Raw milk of goats,91739033.71599999,USD
3467,706,Somalia,02291,Raw milk of sheep,66645257.75999999,USD
3468,706,Somalia,21514,"Sheep fat, unrendered",,USD
3469,710,South Africa,21512,"Cattle fat, unrendered",,USD
3470,710,South Africa,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3471,710,South Africa,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3472,710,South Africa,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3473,710,South Africa,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3474,710,South Africa,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
3475,710,South Africa,21511.01,Fat of pigs,,USD
3476,710,South Africa,21170.02,"Game meat, fresh, chilled or frozen",,USD
3477,710,South Africa,21515,"Goat fat, unrendered",,USD
3478,710,South Africa,0231,"Hen eggs in shell, fresh",1250533176.0,USD
3479,710,South Africa,21118.01,"Horse meat, fresh or chilled",6602084.862,USD
3480,710,South Africa,21111.01,"Meat of cattle with the bone, fresh or chilled",5283057525.749999,USD
3481,710,South Africa,21121,"Meat of chickens, fresh or chilled",5575342684.615385,USD
3482,710,South Africa,21122,"Meat of ducks, fresh or chilled",2604763.832,USD
3483,710,South Africa,21123,"Meat of geese, fresh or chilled",,USD
3484,710,South Africa,21116,"Meat of goat, fresh or chilled",76794978.85714285,USD
3485,710,South Africa,21113.01,"Meat of pig with the bone, fresh or chilled",1296676326.0,USD
3486,710,South Africa,21115,"Meat of sheep, fresh or chilled",962389510.0,USD
3487,710,South Africa,21124,"Meat of turkeys, fresh or chilled",,USD
3488,710,South Africa,02910,Natural honey,,USD
3489,710,South Africa,02951.01,Raw hides and skins of cattle,,USD
3490,710,South Africa,02954,Raw hides and skins of goats or kids,,USD
3491,710,South Africa,02953,Raw hides and skins of sheep or lambs,,USD
3492,710,South Africa,02211,Raw milk of cattle,1856116368.0,USD
3493,710,South Africa,21514,"Sheep fat, unrendered",,USD
3494,710,South Africa,02941,"Shorn wool, greasy, including fleece-washed shorn wool",41184530.922800004,USD
3495,728,South Sudan,02960.01,Beeswax,,USD
3496,728,South Sudan,21512,"Cattle fat, unrendered",,USD
3497,728,South Sudan,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3498,728,South Sudan,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3499,728,South Sudan,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3500,728,South Sudan,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
3501,728,South Sudan,21519.02,Fat of camels,,USD
3502,728,South Sudan,21170.02,"Game meat, fresh, chilled or frozen",,USD
3503,728,South Sudan,21515,"Goat fat, unrendered",,USD
3504,728,South Sudan,21117.01,"Meat of camels, fresh or chilled",,USD
3505,728,South Sudan,21111.01,"Meat of cattle with the bone, fresh or chilled",862784216.313,USD
3506,728,South Sudan,21121,"Meat of chickens, fresh or chilled",153041989.872,USD
3507,728,South Sudan,21122,"Meat of ducks, fresh or chilled",0.0,USD
3508,728,South Sudan,21116,"Meat of goat, fresh or chilled",201237739.56,USD
3509,728,South Sudan,21115,"Meat of sheep, fresh or chilled",127667024.10000001,USD
3510,728,South Sudan,02910,Natural honey,,USD
3511,728,South Sudan,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
3512,728,South Sudan,02951.01,Raw hides and skins of cattle,,USD
3513,728,South Sudan,02954,Raw hides and skins of goats or kids,,USD
3514,728,South Sudan,02953,Raw hides and skins of sheep or lambs,,USD
3515,728,South Sudan,02211,Raw milk of cattle,2007949037.016,USD
3516,728,South Sudan,02292,Raw milk of goats,128507322.148,USD
3517,728,South Sudan,02291,Raw milk of sheep,24875760.204000004,USD
3518,728,South Sudan,21514,"Sheep fat, unrendered",,USD
3519,728,South Sudan,02941,"Shorn wool, greasy, including fleece-washed shorn wool",0.0,USD
3520,724,Spain,21111.01,"Meat of cattle with the bone, fresh or chilled",4497263557.5,USD
3521,724,Spain,21121,"Meat of chickens, fresh or chilled",3705131929.375,USD
3522,724,Spain,21122,"Meat of ducks, fresh or chilled",20222064.0,USD
3523,724,Spain,21116,"Meat of goat, fresh or chilled",74866287.0,USD
3524,724,Spain,21113.01,"Meat of pig with the bone, fresh or chilled",11682327586.666668,USD
3525,724,Spain,21115,"Meat of sheep, fresh or chilled",745294420.3125,USD
3526,724,Spain,21124,"Meat of turkeys, fresh or chilled",,USD
3527,724,Spain,02211,Raw milk of cattle,5250479458.725,USD
3528,724,Spain,02292,Raw milk of goats,653676376.0,USD
3529,724,Spain,02291,Raw milk of sheep,718486578.5000001,USD
3530,144,Sri Lanka,21513,"Buffalo fat, unrendered",,USD
3531,144,Sri Lanka,21512,"Cattle fat, unrendered",,USD
3532,144,Sri Lanka,21152,"Edible offal of buffalo, fresh, chilled or frozen",,USD
3533,144,Sri Lanka,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3534,144,Sri Lanka,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3535,144,Sri Lanka,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3536,144,Sri Lanka,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3537,144,Sri Lanka,0232,"Eggs from other birds in shell, fresh, n.e.c.",,USD
3538,144,Sri Lanka,21511.01,Fat of pigs,,USD
3539,144,Sri Lanka,21515,"Goat fat, unrendered",,USD
3540,144,Sri Lanka,0231,"Hen eggs in shell, fresh",223430410.284,USD
3541,144,Sri Lanka,21112,"Meat of buffalo, fresh or chilled",30326201.666666664,USD
3542,144,Sri Lanka,21111.01,"Meat of cattle with the bone, fresh or chilled",132918879.0,USD
3543,144,Sri Lanka,21121,"Meat of chickens, fresh or chilled",870726584.0,USD
3544,144,Sri Lanka,21122,"Meat of ducks, fresh or chilled",38420.304000000004,USD
3545,144,Sri Lanka,21116,"Meat of goat, fresh or chilled",13650044.0,USD
3546,144,Sri Lanka,21113.01,"Meat of pig with the bone, fresh or chilled",5955167.061000001,USD
3547,144,Sri Lanka,21115,"Meat of sheep, fresh or chilled",1006235.802,USD
3548,144,Sri Lanka,02951.03,Raw hides and skins of buffaloes,,USD
3549,144,Sri Lanka,02951.01,Raw hides and skins of cattle,,USD
3550,144,Sri Lanka,02954,Raw hides and skins of goats or kids,,USD
3551,144,Sri Lanka,02953,Raw hides and skins of sheep or lambs,,USD
3552,144,Sri Lanka,02212,Raw milk of buffalo,133264247.32666665,USD
3553,144,Sri Lanka,02211,Raw milk of cattle,338534879.06180006,USD
3554,144,Sri Lanka,02292,Raw milk of goats,38042646.07,USD
3555,144,Sri Lanka,21514,"Sheep fat, unrendered",,USD
3556,729,Sudan,21512,"Cattle fat, unrendered",,USD
3557,729,Sudan,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3558,729,Sudan,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3559,729,Sudan,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3560,729,Sudan,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
3561,729,Sudan,21519.02,Fat of camels,,USD
3562,729,Sudan,21515,"Goat fat, unrendered",,USD
3563,729,Sudan,0231,"Hen eggs in shell, fresh",216343272.7716,USD
3564,729,Sudan,21117.01,"Meat of camels, fresh or chilled",,USD
3565,729,Sudan,21111.01,"Meat of cattle with the bone, fresh or chilled",2465552815.1549997,USD
3566,729,Sudan,21121,"Meat of chickens, fresh or chilled",251307803.46800002,USD
3567,729,Sudan,21116,"Meat of goat, fresh or chilled",828714742.02,USD
3568,729,Sudan,21115,"Meat of sheep, fresh or chilled",1925432250.3899999,USD
3569,729,Sudan,02910,Natural honey,,USD
3570,729,Sudan,02951.01,Raw hides and skins of cattle,,USD
3571,729,Sudan,02954,Raw hides and skins of goats or kids,,USD
3572,729,Sudan,02953,Raw hides and skins of sheep or lambs,,USD
3573,729,Sudan,02293,Raw milk of camel,,USD
3574,729,Sudan,02211,Raw milk of cattle,2174695395.936,USD
3575,729,Sudan,02292,Raw milk of goats,287979654.356,USD
3576,729,Sudan,02291,Raw milk of sheep,76068861.912,USD
3577,729,Sudan,21514,"Sheep fat, unrendered",,USD
3578,740,Suriname,21512,"Cattle fat, unrendered",,USD
3579,740,Suriname,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3580,740,Suriname,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3581,740,Suriname,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3582,740,Suriname,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3583,740,Suriname,21511.01,Fat of pigs,,USD
3584,740,Suriname,21515,"Goat fat, unrendered",,USD
3585,740,Suriname,0231,"Hen eggs in shell, fresh",9938801.55384,USD
3586,740,Suriname,21111.01,"Meat of cattle with the bone, fresh or chilled",9300407.0805,USD
3587,740,Suriname,21121,"Meat of chickens, fresh or chilled",35445519.741692305,USD
3588,740,Suriname,21122,"Meat of ducks, fresh or chilled",1740799.56,USD
3589,740,Suriname,21116,"Meat of goat, fresh or chilled",42854.90942857142,USD
3590,740,Suriname,21113.01,"Meat of pig with the bone, fresh or chilled",8167887.958500001,USD
3591,740,Suriname,21115,"Meat of sheep, fresh or chilled",71501.0193,USD
3592,740,Suriname,02910,Natural honey,,USD
3593,740,Suriname,02951.01,Raw hides and skins of cattle,,USD
3594,740,Suriname,02954,Raw hides and skins of goats or kids,,USD
3595,740,Suriname,02953,Raw hides and skins of sheep or lambs,,USD
3596,740,Suriname,02211,Raw milk of cattle,1397708.2913600001,USD
3597,740,Suriname,21514,"Sheep fat, unrendered",,USD
3598,752,Sweden,21111.01,"Meat of cattle with the bone, fresh or chilled",840704812.5,USD
3599,752,Sweden,21121,"Meat of chickens, fresh or chilled",458808513.125,USD
3600,752,Sweden,21116,"Meat of goat, fresh or chilled",67629.88888888889,USD
3601,752,Sweden,21113.01,"Meat of pig with the bone, fresh or chilled",589195050.6666667,USD
3602,752,Sweden,21115,"Meat of sheep, fresh or chilled",31838427.1875,USD
3603,752,Sweden,21124,"Meat of turkeys, fresh or chilled",,USD
3604,752,Sweden,02212,Raw milk of buffalo,0.0,USD
3605,752,Sweden,02211,Raw milk of cattle,1947256075.7,USD
3606,752,Sweden,02292,Raw milk of goats,0.0,USD
3607,752,Sweden,02291,Raw milk of sheep,0.0,USD
3608,756,Switzerland,21512,"Cattle fat, unrendered",,USD
3609,756,Switzerland,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3610,756,Switzerland,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3611,756,Switzerland,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3612,756,Switzerland,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3613,756,Switzerland,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
3614,756,Switzerland,21511.01,Fat of pigs,,USD
3615,756,Switzerland,21170.02,"Game meat, fresh, chilled or frozen",,USD
3616,756,Switzerland,21515,"Goat fat, unrendered",,USD
3617,756,Switzerland,0231,"Hen eggs in shell, fresh",191862648.48108107,USD
3618,756,Switzerland,21118.01,"Horse meat, fresh or chilled",556055.6666666666,USD
3619,756,Switzerland,21111.01,"Meat of cattle with the bone, fresh or chilled",874769495.25,USD
3620,756,Switzerland,21121,"Meat of chickens, fresh or chilled",300570762.1875,USD
3621,756,Switzerland,21116,"Meat of goat, fresh or chilled",3760221.822222222,USD
3622,756,Switzerland,21113.01,"Meat of pig with the bone, fresh or chilled",536056353.3333334,USD
3623,756,Switzerland,21114,"Meat of rabbits and hares, fresh or chilled",,USD
3624,756,Switzerland,21115,"Meat of sheep, fresh or chilled",31081560.84375,USD
3625,756,Switzerland,21124,"Meat of turkeys, fresh or chilled",,USD
3626,756,Switzerland,02910,Natural honey,,USD
3627,756,Switzerland,02951.01,Raw hides and skins of cattle,,USD
3628,756,Switzerland,02954,Raw hides and skins of goats or kids,,USD
3629,756,Switzerland,02953,Raw hides and skins of sheep or lambs,,USD
3630,756,Switzerland,02211,Raw milk of cattle,2613911184.5,USD
3631,756,Switzerland,02292,Raw milk of goats,30102090.0,USD
3632,756,Switzerland,02291,Raw milk of sheep,8685798.000000002,USD
3633,756,Switzerland,21514,"Sheep fat, unrendered",,USD
3634,756,Switzerland,02941,"Shorn wool, greasy, including fleece-washed shorn wool",524074.40625,USD
3635,760,Syrian Arab Republic,02960.01,Beeswax,,USD
3636,760,Syrian Arab Republic,21513,"Buffalo fat, unrendered",,USD
3637,760,Syrian Arab Republic,21512,"Cattle fat, unrendered",,USD
3638,760,Syrian Arab Republic,21152,"Edible offal of buffalo, fresh, chilled or frozen",,USD
3639,760,Syrian Arab Republic,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3640,760,Syrian Arab Republic,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3641,760,Syrian Arab Republic,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3642,760,Syrian Arab Republic,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
3643,760,Syrian Arab Republic,21519.02,Fat of camels,,USD
3644,760,Syrian Arab Republic,21515,"Goat fat, unrendered",,USD
3645,760,Syrian Arab Republic,0231,"Hen eggs in shell, fresh",269393076.68,USD
3646,760,Syrian Arab Republic,21112,"Meat of buffalo, fresh or chilled",1434001.3333333333,USD
3647,760,Syrian Arab Republic,21117.01,"Meat of camels, fresh or chilled",,USD
3648,760,Syrian Arab Republic,21111.01,"Meat of cattle with the bone, fresh or chilled",314936161.79999995,USD
3649,760,Syrian Arab Republic,21121,"Meat of chickens, fresh or chilled",274830142.8,USD
3650,760,Syrian Arab Republic,21122,"Meat of ducks, fresh or chilled",51912.38399999999,USD
3651,760,Syrian Arab Republic,21123,"Meat of geese, fresh or chilled",,USD
3652,760,Syrian Arab Republic,21116,"Meat of goat, fresh or chilled",77403348.0,USD
3653,760,Syrian Arab Republic,21170.01,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",,USD
3654,760,Syrian Arab Republic,21114,"Meat of rabbits and hares, fresh or chilled",,USD
3655,760,Syrian Arab Republic,21115,"Meat of sheep, fresh or chilled",1300674276.0,USD
3656,760,Syrian Arab Republic,21124,"Meat of turkeys, fresh or chilled",,USD
3657,760,Syrian Arab Republic,02910,Natural honey,,USD
3658,760,Syrian Arab Republic,02951.03,Raw hides and skins of buffaloes,,USD
3659,760,Syrian Arab Republic,02951.01,Raw hides and skins of cattle,,USD
3660,760,Syrian Arab Republic,02954,Raw hides and skins of goats or kids,,USD
3661,760,Syrian Arab Republic,02953,Raw hides and skins of sheep or lambs,,USD
3662,760,Syrian Arab Republic,02212,Raw milk of buffalo,7483933.333333333,USD
3663,760,Syrian Arab Republic,02211,Raw milk of cattle,864828583.7333333,USD
3664,760,Syrian Arab Republic,02292,Raw milk of goats,28255832.599999998,USD
3665,760,Syrian Arab Republic,02291,Raw milk of sheep,129772702.8,USD
3666,760,Syrian Arab Republic,21514,"Sheep fat, unrendered",,USD
3667,760,Syrian Arab Republic,02941,"Shorn wool, greasy, including fleece-washed shorn wool",31245587.4,USD
3668,760,Syrian Arab Republic,02944,Silk-worm cocoons suitable for reeling,,USD
3669,762,Tajikistan,21512,"Cattle fat, unrendered",,USD
3670,762,Tajikistan,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3671,762,Tajikistan,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3672,762,Tajikistan,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3673,762,Tajikistan,21511.01,Fat of pigs,,USD
3674,762,Tajikistan,0231,"Hen eggs in shell, fresh",90648600.00000001,USD
3675,762,Tajikistan,21111.01,"Meat of cattle with the bone, fresh or chilled",1856601000.0,USD
3676,762,Tajikistan,21121,"Meat of chickens, fresh or chilled",87320826.736,USD
3677,762,Tajikistan,21113.01,"Meat of pig with the bone, fresh or chilled",12747.906,USD
3678,762,Tajikistan,21115,"Meat of sheep, fresh or chilled",751449752.0639999,USD
3679,762,Tajikistan,02910,Natural honey,,USD
3680,762,Tajikistan,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
3681,762,Tajikistan,02951.01,Raw hides and skins of cattle,,USD
3682,762,Tajikistan,02953,Raw hides and skins of sheep or lambs,,USD
3683,762,Tajikistan,02211,Raw milk of cattle,824825442.8826001,USD
3684,762,Tajikistan,02292,Raw milk of goats,130308015.27250001,USD
3685,762,Tajikistan,21514,"Sheep fat, unrendered",,USD
3686,762,Tajikistan,02941,"Shorn wool, greasy, including fleece-washed shorn wool",11698281.2865,USD
3687,762,Tajikistan,02944,Silk-worm cocoons suitable for reeling,,USD
3688,764,Thailand,21513,"Buffalo fat, unrendered",,USD
3689,764,Thailand,21512,"Cattle fat, unrendered",,USD
3690,764,Thailand,21152,"Edible offal of buffalo, fresh, chilled or frozen",,USD
3691,764,Thailand,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3692,764,Thailand,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3693,764,Thailand,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3694,764,Thailand,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3695,764,Thailand,0232,"Eggs from other birds in shell, fresh, n.e.c.",,USD
3696,764,Thailand,21511.01,Fat of pigs,,USD
3697,764,Thailand,21515,"Goat fat, unrendered",,USD
3698,764,Thailand,0231,"Hen eggs in shell, fresh",1616140101.15492,USD
3699,764,Thailand,21112,"Meat of buffalo, fresh or chilled",112136874.50600003,USD
3700,764,Thailand,21111.01,"Meat of cattle with the bone, fresh or chilled",725818653.573,USD
3701,764,Thailand,21121,"Meat of chickens, fresh or chilled",5251246385.478462,USD
3702,764,Thailand,21122,"Meat of ducks, fresh or chilled",159972080.336,USD
3703,764,Thailand,21123,"Meat of geese, fresh or chilled",,USD
3704,764,Thailand,21116,"Meat of goat, fresh or chilled",11864760.555999998,USD
3705,764,Thailand,21113.01,"Meat of pig with the bone, fresh or chilled",3285347084.571,USD
3706,764,Thailand,21115,"Meat of sheep, fresh or chilled",986675.3123999999,USD
3707,764,Thailand,02910,Natural honey,,USD
3708,764,Thailand,02951.03,Raw hides and skins of buffaloes,,USD
3709,764,Thailand,02951.01,Raw hides and skins of cattle,,USD
3710,764,Thailand,02954,Raw hides and skins of goats or kids,,USD
3711,764,Thailand,02953,Raw hides and skins of sheep or lambs,,USD
3712,764,Thailand,02211,Raw milk of cattle,601478176.0,USD
3713,764,Thailand,21514,"Sheep fat, unrendered",,USD
3714,764,Thailand,02944,Silk-worm cocoons suitable for reeling,,USD
3715,626,Timor-Leste,02960.01,Beeswax,,USD
3716,626,Timor-Leste,21513,"Buffalo fat, unrendered",,USD
3717,626,Timor-Leste,21512,"Cattle fat, unrendered",,USD
3718,626,Timor-Leste,21152,"Edible offal of buffalo, fresh, chilled or frozen",,USD
3719,626,Timor-Leste,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3720,626,Timor-Leste,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3721,626,Timor-Leste,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3722,626,Timor-Leste,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3723,626,Timor-Leste,21511.01,Fat of pigs,,USD
3724,626,Timor-Leste,21515,"Goat fat, unrendered",,USD
3725,626,Timor-Leste,0231,"Hen eggs in shell, fresh",3142484.8000000003,USD
3726,626,Timor-Leste,21112,"Meat of buffalo, fresh or chilled",2437729.103333333,USD
3727,626,Timor-Leste,21111.01,"Meat of cattle with the bone, fresh or chilled",8753254.848000001,USD
3728,626,Timor-Leste,21121,"Meat of chickens, fresh or chilled",3370845.088,USD
3729,626,Timor-Leste,21116,"Meat of goat, fresh or chilled",2962161.4140000003,USD
3730,626,Timor-Leste,21113.01,"Meat of pig with the bone, fresh or chilled",32646663.7362,USD
3731,626,Timor-Leste,21115,"Meat of sheep, fresh or chilled",692565.2009999999,USD
3732,626,Timor-Leste,02910,Natural honey,,USD
3733,626,Timor-Leste,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
3734,626,Timor-Leste,02951.03,Raw hides and skins of buffaloes,,USD
3735,626,Timor-Leste,02951.01,Raw hides and skins of cattle,,USD
3736,626,Timor-Leste,02954,Raw hides and skins of goats or kids,,USD
3737,626,Timor-Leste,02953,Raw hides and skins of sheep or lambs,,USD
3738,626,Timor-Leste,02292,Raw milk of goats,15274691.042,USD
3739,626,Timor-Leste,21514,"Sheep fat, unrendered",,USD
3740,768,Togo,21512,"Cattle fat, unrendered",,USD
3741,768,Togo,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3742,768,Togo,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3743,768,Togo,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3744,768,Togo,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3745,768,Togo,21511.01,Fat of pigs,,USD
3746,768,Togo,21170.02,"Game meat, fresh, chilled or frozen",,USD
3747,768,Togo,21515,"Goat fat, unrendered",,USD
3748,768,Togo,0231,"Hen eggs in shell, fresh",92657268.832,USD
3749,768,Togo,21111.01,"Meat of cattle with the bone, fresh or chilled",49463181.368999995,USD
3750,768,Togo,21121,"Meat of chickens, fresh or chilled",83616790.19600001,USD
3751,768,Togo,21116,"Meat of goat, fresh or chilled",38881194.66,USD
3752,768,Togo,21113.01,"Meat of pig with the bone, fresh or chilled",59100532.55280001,USD
3753,768,Togo,21115,"Meat of sheep, fresh or chilled",39051647.91,USD
3754,768,Togo,02951.01,Raw hides and skins of cattle,,USD
3755,768,Togo,02954,Raw hides and skins of goats or kids,,USD
3756,768,Togo,02953,Raw hides and skins of sheep or lambs,,USD
3757,768,Togo,02211,Raw milk of cattle,8365700.370666666,USD
3758,768,Togo,21514,"Sheep fat, unrendered",,USD
3759,772,Tokelau,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3760,772,Tokelau,21511.01,Fat of pigs,,USD
3761,772,Tokelau,0231,"Hen eggs in shell, fresh",,USD
3762,772,Tokelau,21121,"Meat of chickens, fresh or chilled",,USD
3763,772,Tokelau,21113.01,"Meat of pig with the bone, fresh or chilled",,USD
3764,776,Tonga,21512,"Cattle fat, unrendered",,USD
3765,776,Tonga,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3766,776,Tonga,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3767,776,Tonga,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3768,776,Tonga,21511.01,Fat of pigs,,USD
3769,776,Tonga,21515,"Goat fat, unrendered",,USD
3770,776,Tonga,0231,"Hen eggs in shell, fresh",325761.6672,USD
3771,776,Tonga,21111.01,"Meat of cattle with the bone, fresh or chilled",1848574.98,USD
3772,776,Tonga,21121,"Meat of chickens, fresh or chilled",775632.7583076924,USD
3773,776,Tonga,21116,"Meat of goat, fresh or chilled",182372.15542857142,USD
3774,776,Tonga,21113.01,"Meat of pig with the bone, fresh or chilled",6592040.421,USD
3775,776,Tonga,02910,Natural honey,,USD
3776,776,Tonga,02951.01,Raw hides and skins of cattle,,USD
3777,776,Tonga,02954,Raw hides and skins of goats or kids,,USD
3778,776,Tonga,02211,Raw milk of cattle,159618.13232,USD
3779,780,Trinidad and Tobago,21513,"Buffalo fat, unrendered",,USD
3780,780,Trinidad and Tobago,21512,"Cattle fat, unrendered",,USD
3781,780,Trinidad and Tobago,21152,"Edible offal of buffalo, fresh, chilled or frozen",,USD
3782,780,Trinidad and Tobago,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3783,780,Trinidad and Tobago,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3784,780,Trinidad and Tobago,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3785,780,Trinidad and Tobago,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3786,780,Trinidad and Tobago,21511.01,Fat of pigs,,USD
3787,780,Trinidad and Tobago,21515,"Goat fat, unrendered",,USD
3788,780,Trinidad and Tobago,0231,"Hen eggs in shell, fresh",13447570.857243244,USD
3789,780,Trinidad and Tobago,21112,"Meat of buffalo, fresh or chilled",34951.8,USD
3790,780,Trinidad and Tobago,21111.01,"Meat of cattle with the bone, fresh or chilled",7700979.037500001,USD
3791,780,Trinidad and Tobago,21121,"Meat of chickens, fresh or chilled",140382395.79,USD
3792,780,Trinidad and Tobago,21116,"Meat of goat, fresh or chilled",250230.5888888889,USD
3793,780,Trinidad and Tobago,21113.01,"Meat of pig with the bone, fresh or chilled",4359932.693333333,USD
3794,780,Trinidad and Tobago,21114,"Meat of rabbits and hares, fresh or chilled",,USD
3795,780,Trinidad and Tobago,21115,"Meat of sheep, fresh or chilled",444111.65625,USD
3796,780,Trinidad and Tobago,02910,Natural honey,,USD
3797,780,Trinidad and Tobago,02951.03,Raw hides and skins of buffaloes,,USD
3798,780,Trinidad and Tobago,02951.01,Raw hides and skins of cattle,,USD
3799,780,Trinidad and Tobago,02954,Raw hides and skins of goats or kids,,USD
3800,780,Trinidad and Tobago,02953,Raw hides and skins of sheep or lambs,,USD
3801,780,Trinidad and Tobago,02211,Raw milk of cattle,981783.745,USD
3802,780,Trinidad and Tobago,21514,"Sheep fat, unrendered",,USD
3803,788,Tunisia,02960.01,Beeswax,,USD
3804,788,Tunisia,21512,"Cattle fat, unrendered",,USD
3805,788,Tunisia,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
3806,788,Tunisia,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
3807,788,Tunisia,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
3808,788,Tunisia,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
3809,788,Tunisia,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
3810,788,Tunisia,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",,USD
3811,788,Tunisia,21519.02,Fat of camels,,USD
3812,788,Tunisia,21511.01,Fat of pigs,,USD
3813,788,Tunisia,21170.02,"Game meat, fresh, chilled or frozen",,USD
3814,788,Tunisia,21515,"Goat fat, unrendered",,USD
3815,788,Tunisia,0231,"Hen eggs in shell, fresh",210650080.00000003,USD
3816,788,Tunisia,21118.01,"Horse meat, fresh or chilled",2713100.2539999997,USD
3817,788,Tunisia,21117.01,"Meat of camels, fresh or chilled",,USD
3818,788,Tunisia,21111.01,"Meat of cattle with the bone, fresh or chilled",347184387.0,USD
3819,788,Tunisia,21121,"Meat of chickens, fresh or chilled",583130704.0,USD
3820,788,Tunisia,21116,"Meat of goat, fresh or chilled",57095893.0,USD
3821,788,Tunisia,21113.01,"Meat of pig with the bone, fresh or chilled",419785.0992,USD
3822,788,Tunisia,21115,"Meat of sheep, fresh or chilled",536677136.99999994,USD
3823,788,Tunisia,21124,"Meat of turkeys, fresh or chilled",,USD
3824,788,Tunisia,02910,Natural honey,,USD
3825,788,Tunisia,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
3826,788,Tunisia,02951.01,Raw hides and skins of cattle,,USD
3827,788,Tunisia,02954,Raw hides and skins of goats or kids,,USD
3828,788,Tunisia,02953,Raw hides and skins of sheep or lambs,,USD
3829,788,Tunisia,02293,Raw milk of camel,,USD
