,Area Code (M49),Area,Item Code (CPC),Item,Volume,Unit
1056,408,Democratic People's Republic of Korea,02953,Raw hides and skins of sheep or lambs,,USD
1057,408,Democratic People's Republic of Korea,02211,Raw milk of cattle,59841763.413333334,USD
1058,408,Democratic People's Republic of Korea,21514,"Sheep fat, unrendered",,USD
1059,408,Democratic People's Republic of Korea,02944,Silk-worm cocoons suitable for reeling,,USD
1060,180,Democratic Republic of the Congo,21512,"Cattle fat, unrendered",,USD
1061,180,Democratic Republic of the Congo,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1062,180,Democratic Republic of the Congo,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1063,180,Democratic Republic of the Congo,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1064,180,Democratic Republic of the Congo,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1065,180,Democratic Republic of the Congo,21511.01,Fat of pigs,,USD
1066,180,Democratic Republic of the Congo,21170.02,"Game meat, fresh, chilled or frozen",,USD
1067,180,Democratic Republic of the Congo,21515,"Goat fat, unrendered",,USD
1068,180,Democratic Republic of the Congo,0231,"Hen eggs in shell, fresh",26685162.119599998,USD
1069,180,Democratic Republic of the Congo,21111.01,"Meat of cattle with the bone, fresh or chilled",139189815.162,USD
1070,180,Democratic Republic of the Congo,21121,"Meat of chickens, fresh or chilled",29398000.0,USD
1071,180,Democratic Republic of the Congo,21116,"Meat of goat, fresh or chilled",127377710.46000001,USD
1072,180,Democratic Republic of the Congo,21113.01,"Meat of pig with the bone, fresh or chilled",94457504.466,USD
1073,180,Democratic Republic of the Congo,21115,"Meat of sheep, fresh or chilled",20033915.22,USD
1074,180,Democratic Republic of the Congo,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
1075,180,Democratic Republic of the Congo,02951.01,Raw hides and skins of cattle,,USD
1076,180,Democratic Republic of the Congo,02954,Raw hides and skins of goats or kids,,USD
1077,180,Democratic Republic of the Congo,02953,Raw hides and skins of sheep or lambs,,USD
1078,180,Democratic Republic of the Congo,02211,Raw milk of cattle,6616377.84,USD
1079,180,Democratic Republic of the Congo,21514,"Sheep fat, unrendered",,USD
1080,208,Denmark,0231,"Hen eggs in shell, fresh",239291264.86486486,USD
1081,208,Denmark,21111.01,"Meat of cattle with the bone, fresh or chilled",737176702.5,USD
1082,208,Denmark,21121,"Meat of chickens, fresh or chilled",416432468.125,USD
1083,208,Denmark,21122,"Meat of ducks, fresh or chilled",893088.0,USD
1084,208,Denmark,21116,"Meat of goat, fresh or chilled",0.0,USD
1085,208,Denmark,21113.01,"Meat of pig with the bone, fresh or chilled",3711246282.666667,USD
1086,208,Denmark,21114,"Meat of rabbits and hares, fresh or chilled",,USD
1087,208,Denmark,21115,"Meat of sheep, fresh or chilled",7631214.375,USD
1088,208,Denmark,21124,"Meat of turkeys, fresh or chilled",,USD
1089,208,Denmark,02212,Raw milk of buffalo,0.0,USD
1090,208,Denmark,02211,Raw milk of cattle,3989112720.0,USD
1091,208,Denmark,02292,Raw milk of goats,0.0,USD
1092,208,Denmark,02291,Raw milk of sheep,0.0,USD
1093,262,Djibouti,21512,"Cattle fat, unrendered",,USD
1094,262,Djibouti,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1095,262,Djibouti,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1096,262,Djibouti,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1097,262,Djibouti,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
1098,262,Djibouti,21519.02,Fat of camels,,USD
1099,262,Djibouti,21515,"Goat fat, unrendered",,USD
1100,262,Djibouti,21117.01,"Meat of camels, fresh or chilled",,USD
1101,262,Djibouti,21111.01,"Meat of cattle with the bone, fresh or chilled",42783444.681,USD
1102,262,Djibouti,21116,"Meat of goat, fresh or chilled",11683062.473,USD
1103,262,Djibouti,21115,"Meat of sheep, fresh or chilled",20273206.638,USD
1104,262,Djibouti,02951.01,Raw hides and skins of cattle,,USD
1105,262,Djibouti,02954,Raw hides and skins of goats or kids,,USD
1106,262,Djibouti,02953,Raw hides and skins of sheep or lambs,,USD
1107,262,Djibouti,02293,Raw milk of camel,,USD
1108,262,Djibouti,02211,Raw milk of cattle,7172303.7234,USD
1109,262,Djibouti,21514,"Sheep fat, unrendered",,USD
1110,262,Djibouti,02944,Silk-worm cocoons suitable for reeling,,USD
1111,212,Dominica,21512,"Cattle fat, unrendered",,USD
1112,212,Dominica,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1113,212,Dominica,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1114,212,Dominica,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1115,212,Dominica,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1116,212,Dominica,21511.01,Fat of pigs,,USD
1117,212,Dominica,21515,"Goat fat, unrendered",,USD
1118,212,Dominica,0231,"Hen eggs in shell, fresh",1760737.3609200001,USD
1119,212,Dominica,21111.01,"Meat of cattle with the bone, fresh or chilled",2897043.9524999997,USD
1120,212,Dominica,21121,"Meat of chickens, fresh or chilled",1059400.8406153847,USD
1121,212,Dominica,21116,"Meat of goat, fresh or chilled",259485.5214285714,USD
1122,212,Dominica,21113.01,"Meat of pig with the bone, fresh or chilled",1558586.0595,USD
1123,212,Dominica,21115,"Meat of sheep, fresh or chilled",172132.08349999998,USD
1124,212,Dominica,02951.01,Raw hides and skins of cattle,,USD
1125,212,Dominica,02954,Raw hides and skins of goats or kids,,USD
1126,212,Dominica,02953,Raw hides and skins of sheep or lambs,,USD
1127,212,Dominica,02211,Raw milk of cattle,3451367.41808,USD
1128,212,Dominica,21514,"Sheep fat, unrendered",,USD
1129,214,Dominican Republic,02960.01,Beeswax,,USD
1130,214,Dominican Republic,21512,"Cattle fat, unrendered",,USD
1131,214,Dominican Republic,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1132,214,Dominican Republic,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1133,214,Dominican Republic,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1134,214,Dominican Republic,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1135,214,Dominican Republic,21511.01,Fat of pigs,,USD
1136,214,Dominican Republic,21515,"Goat fat, unrendered",,USD
1137,214,Dominican Republic,0231,"Hen eggs in shell, fresh",532132217.40672004,USD
1138,214,Dominican Republic,21111.01,"Meat of cattle with the bone, fresh or chilled",320946412.75425,USD
1139,214,Dominican Republic,21121,"Meat of chickens, fresh or chilled",1044352416.3149999,USD
1140,214,Dominican Republic,21116,"Meat of goat, fresh or chilled",5692507.404571428,USD
1141,214,Dominican Republic,21113.01,"Meat of pig with the bone, fresh or chilled",270092633.043,USD
1142,214,Dominican Republic,21115,"Meat of sheep, fresh or chilled",5905131.6075,USD
1143,214,Dominican Republic,02910,Natural honey,,USD
1144,214,Dominican Republic,02951.01,Raw hides and skins of cattle,,USD
1145,214,Dominican Republic,02954,Raw hides and skins of goats or kids,,USD
1146,214,Dominican Republic,02953,Raw hides and skins of sheep or lambs,,USD
1147,214,Dominican Republic,02211,Raw milk of cattle,423678200.09520006,USD
1148,214,Dominican Republic,21514,"Sheep fat, unrendered",,USD
1149,218,Ecuador,02960.01,Beeswax,,USD
1150,218,Ecuador,21512,"Cattle fat, unrendered",,USD
1151,218,Ecuador,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1152,218,Ecuador,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1153,218,Ecuador,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1154,218,Ecuador,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1155,218,Ecuador,21511.01,Fat of pigs,,USD
1156,218,Ecuador,21515,"Goat fat, unrendered",,USD
1157,218,Ecuador,0231,"Hen eggs in shell, fresh",379989747.7914,USD
1158,218,Ecuador,21111.01,"Meat of cattle with the bone, fresh or chilled",1147600534.9117498,USD
1159,218,Ecuador,21121,"Meat of chickens, fresh or chilled",1467975440.8153846,USD
1160,218,Ecuador,21122,"Meat of ducks, fresh or chilled",843340.664,USD
1161,218,Ecuador,21123,"Meat of geese, fresh or chilled",,USD
1162,218,Ecuador,21116,"Meat of goat, fresh or chilled",1805382.4548571424,USD
1163,218,Ecuador,21113.01,"Meat of pig with the bone, fresh or chilled",738816781.7820001,USD
1164,218,Ecuador,21114,"Meat of rabbits and hares, fresh or chilled",,USD
1165,218,Ecuador,21115,"Meat of sheep, fresh or chilled",44378040.952599995,USD
1166,218,Ecuador,21124,"Meat of turkeys, fresh or chilled",,USD
1167,218,Ecuador,02910,Natural honey,,USD
1168,218,Ecuador,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
1169,218,Ecuador,02951.01,Raw hides and skins of cattle,,USD
1170,218,Ecuador,02954,Raw hides and skins of goats or kids,,USD
1171,218,Ecuador,02953,Raw hides and skins of sheep or lambs,,USD
1172,218,Ecuador,02211,Raw milk of cattle,919193375.17968,USD
1173,218,Ecuador,02292,Raw milk of goats,387666.33400000003,USD
1174,218,Ecuador,02291,Raw milk of sheep,3064519.9045714284,USD
1175,218,Ecuador,21514,"Sheep fat, unrendered",,USD
1176,218,Ecuador,02941,"Shorn wool, greasy, including fleece-washed shorn wool",863024.4026,USD
1177,818,Egypt,02960.01,Beeswax,,USD
1178,818,Egypt,21513,"Buffalo fat, unrendered",,USD
1179,818,Egypt,21512,"Cattle fat, unrendered",,USD
1180,818,Egypt,21152,"Edible offal of buffalo, fresh, chilled or frozen",,USD
1181,818,Egypt,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1182,818,Egypt,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1183,818,Egypt,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1184,818,Egypt,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1185,818,Egypt,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
1186,818,Egypt,21519.02,Fat of camels,,USD
1187,818,Egypt,21511.01,Fat of pigs,,USD
1188,818,Egypt,21515,"Goat fat, unrendered",,USD
1189,818,Egypt,0231,"Hen eggs in shell, fresh",1325529571.0180001,USD
1190,818,Egypt,21112,"Meat of buffalo, fresh or chilled",721675035.4516667,USD
1191,818,Egypt,21117.01,"Meat of camels, fresh or chilled",,USD
1192,818,Egypt,21111.01,"Meat of cattle with the bone, fresh or chilled",2842206796.362,USD
1193,818,Egypt,21121,"Meat of chickens, fresh or chilled",9631566479.184,USD
1194,818,Egypt,21122,"Meat of ducks, fresh or chilled",138813671.984,USD
1195,818,Egypt,21123,"Meat of geese, fresh or chilled",,USD
1196,818,Egypt,21116,"Meat of goat, fresh or chilled",73798351.69,USD
1197,818,Egypt,21113.01,"Meat of pig with the bone, fresh or chilled",2281633.9974,USD
1198,818,Egypt,21170.01,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",,USD
1199,818,Egypt,21114,"Meat of rabbits and hares, fresh or chilled",,USD
1200,818,Egypt,21115,"Meat of sheep, fresh or chilled",433348249.356,USD
1201,818,Egypt,21124,"Meat of turkeys, fresh or chilled",,USD
1202,818,Egypt,02910,Natural honey,,USD
1203,818,Egypt,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
1204,818,Egypt,02951.03,Raw hides and skins of buffaloes,,USD
1205,818,Egypt,02951.01,Raw hides and skins of cattle,,USD
1206,818,Egypt,02954,Raw hides and skins of goats or kids,,USD
1207,818,Egypt,02953,Raw hides and skins of sheep or lambs,,USD
1208,818,Egypt,02212,Raw milk of buffalo,1948877333.3333333,USD
1209,818,Egypt,02211,Raw milk of cattle,3510819450.6414003,USD
1210,818,Egypt,02292,Raw milk of goats,77588325.57450001,USD
1211,818,Egypt,02291,Raw milk of sheep,181237257.31366667,USD
1212,818,Egypt,21514,"Sheep fat, unrendered",,USD
1213,818,Egypt,02941,"Shorn wool, greasy, including fleece-washed shorn wool",17931442.792499997,USD
1214,818,Egypt,02944,Silk-worm cocoons suitable for reeling,,USD
1215,222,El Salvador,02960.01,Beeswax,,USD
1216,222,El Salvador,21512,"Cattle fat, unrendered",,USD
1217,222,El Salvador,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1218,222,El Salvador,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1219,222,El Salvador,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1220,222,El Salvador,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1221,222,El Salvador,21511.01,Fat of pigs,,USD
1222,222,El Salvador,21515,"Goat fat, unrendered",,USD
1223,222,El Salvador,0231,"Hen eggs in shell, fresh",135345266.36,USD
1224,222,El Salvador,21111.01,"Meat of cattle with the bone, fresh or chilled",127782007.84799999,USD
1225,222,El Salvador,21121,"Meat of chickens, fresh or chilled",617100796.52,USD
1226,222,El Salvador,21116,"Meat of goat, fresh or chilled",407820.53099999996,USD
1227,222,El Salvador,21113.01,"Meat of pig with the bone, fresh or chilled",18355503.1266,USD
1228,222,El Salvador,21115,"Meat of sheep, fresh or chilled",346147.28099999996,USD
1229,222,El Salvador,02910,Natural honey,,USD
1230,222,El Salvador,02951.01,Raw hides and skins of cattle,,USD
1231,222,El Salvador,02954,Raw hides and skins of goats or kids,,USD
1232,222,El Salvador,02953,Raw hides and skins of sheep or lambs,,USD
1233,222,El Salvador,02211,Raw milk of cattle,294440873.7732,USD
1234,222,El Salvador,21514,"Sheep fat, unrendered",,USD
1235,226,Equatorial Guinea,21512,"Cattle fat, unrendered",,USD
1236,226,Equatorial Guinea,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1237,226,Equatorial Guinea,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1238,226,Equatorial Guinea,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1239,226,Equatorial Guinea,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1240,226,Equatorial Guinea,21511.01,Fat of pigs,,USD
1241,226,Equatorial Guinea,21515,"Goat fat, unrendered",,USD
1242,226,Equatorial Guinea,0231,"Hen eggs in shell, fresh",552370.7395200001,USD
1243,226,Equatorial Guinea,21111.01,"Meat of cattle with the bone, fresh or chilled",254703.03224999996,USD
1244,226,Equatorial Guinea,21121,"Meat of chickens, fresh or chilled",749513.5209230769,USD
1245,226,Equatorial Guinea,21116,"Meat of goat, fresh or chilled",316986.23942857137,USD
1246,226,Equatorial Guinea,21113.01,"Meat of pig with the bone, fresh or chilled",665304.573,USD
1247,226,Equatorial Guinea,21115,"Meat of sheep, fresh or chilled",694922.7341,USD
1248,226,Equatorial Guinea,02951.01,Raw hides and skins of cattle,,USD
1249,226,Equatorial Guinea,02954,Raw hides and skins of goats or kids,,USD
1250,226,Equatorial Guinea,02953,Raw hides and skins of sheep or lambs,,USD
1251,226,Equatorial Guinea,21514,"Sheep fat, unrendered",,USD
1252,232,Eritrea,21512,"Cattle fat, unrendered",,USD
1253,232,Eritrea,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1254,232,Eritrea,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1255,232,Eritrea,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1256,232,Eritrea,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
1257,232,Eritrea,21519.02,Fat of camels,,USD
1258,232,Eritrea,21515,"Goat fat, unrendered",,USD
1259,232,Eritrea,0231,"Hen eggs in shell, fresh",6656210.143199999,USD
1260,232,Eritrea,21117.01,"Meat of camels, fresh or chilled",,USD
1261,232,Eritrea,21111.01,"Meat of cattle with the bone, fresh or chilled",156869851.797,USD
1262,232,Eritrea,21121,"Meat of chickens, fresh or chilled",3238748.2620000006,USD
1263,232,Eritrea,21116,"Meat of goat, fresh or chilled",44507979.45,USD
1264,232,Eritrea,21115,"Meat of sheep, fresh or chilled",47366041.14,USD
1265,232,Eritrea,02951.01,Raw hides and skins of cattle,,USD
1266,232,Eritrea,02954,Raw hides and skins of goats or kids,,USD
1267,232,Eritrea,02953,Raw hides and skins of sheep or lambs,,USD
1268,232,Eritrea,02293,Raw milk of camel,,USD
1269,232,Eritrea,02211,Raw milk of cattle,86176000.0,USD
1270,232,Eritrea,02292,Raw milk of goats,2335934.3,USD
1271,232,Eritrea,02291,Raw milk of sheep,1071355.5720000002,USD
1272,232,Eritrea,21514,"Sheep fat, unrendered",,USD
1273,232,Eritrea,02941,"Shorn wool, greasy, including fleece-washed shorn wool",2013738.6764999998,USD
1274,233,Estonia,0231,"Hen eggs in shell, fresh",28551798.64864865,USD
1275,233,Estonia,21111.01,"Meat of cattle with the bone, fresh or chilled",53915767.5,USD
1276,233,Estonia,21121,"Meat of chickens, fresh or chilled",63399393.75,USD
1277,233,Estonia,21122,"Meat of ducks, fresh or chilled",0.0,USD
1278,233,Estonia,21116,"Meat of goat, fresh or chilled",67629.88888888889,USD
1279,233,Estonia,21113.01,"Meat of pig with the bone, fresh or chilled",99682616.0,USD
1280,233,Estonia,21115,"Meat of sheep, fresh or chilled",1688875.3125,USD
1281,233,Estonia,02910,Natural honey,,USD
1282,233,Estonia,02212,Raw milk of buffalo,0.0,USD
1283,233,Estonia,02211,Raw milk of cattle,597310469.25,USD
1284,233,Estonia,02292,Raw milk of goats,677975.0,USD
1285,233,Estonia,02291,Raw milk of sheep,0.0,USD
1286,748,Eswatini,21512,"Cattle fat, unrendered",,USD
1287,748,Eswatini,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1288,748,Eswatini,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1289,748,Eswatini,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1290,748,Eswatini,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1291,748,Eswatini,21511.01,Fat of pigs,,USD
1292,748,Eswatini,21515,"Goat fat, unrendered",,USD
1293,748,Eswatini,0231,"Hen eggs in shell, fresh",2889985.2830000003,USD
1294,748,Eswatini,21111.01,"Meat of cattle with the bone, fresh or chilled",116139881.84400001,USD
1295,748,Eswatini,21121,"Meat of chickens, fresh or chilled",20825873.016,USD
1296,748,Eswatini,21116,"Meat of goat, fresh or chilled",8028772.522,USD
1297,748,Eswatini,21113.01,"Meat of pig with the bone, fresh or chilled",4921105.1616,USD
1298,748,Eswatini,21115,"Meat of sheep, fresh or chilled",6442471.181999999,USD
1299,748,Eswatini,02951.01,Raw hides and skins of cattle,,USD
1300,748,Eswatini,02954,Raw hides and skins of goats or kids,,USD
1301,748,Eswatini,02953,Raw hides and skins of sheep or lambs,,USD
1302,748,Eswatini,02211,Raw milk of cattle,32076189.262000002,USD
1303,748,Eswatini,21514,"Sheep fat, unrendered",,USD
1304,231,Ethiopia,02960.01,Beeswax,,USD
1305,231,Ethiopia,21512,"Cattle fat, unrendered",,USD
1306,231,Ethiopia,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1307,231,Ethiopia,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1308,231,Ethiopia,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1309,231,Ethiopia,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1310,231,Ethiopia,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",,USD
1311,231,Ethiopia,21519.02,Fat of camels,,USD
1312,231,Ethiopia,21511.01,Fat of pigs,,USD
1313,231,Ethiopia,21170.02,"Game meat, fresh, chilled or frozen",,USD
1314,231,Ethiopia,21515,"Goat fat, unrendered",,USD
1315,231,Ethiopia,0231,"Hen eggs in shell, fresh",155396917.6184,USD
1316,231,Ethiopia,21117.01,"Meat of camels, fresh or chilled",,USD
1317,231,Ethiopia,21111.01,"Meat of cattle with the bone, fresh or chilled",2639250649.842,USD
1318,231,Ethiopia,21121,"Meat of chickens, fresh or chilled",145096063.24800003,USD
1319,231,Ethiopia,21116,"Meat of goat, fresh or chilled",967715817.75,USD
1320,231,Ethiopia,21113.01,"Meat of pig with the bone, fresh or chilled",7849747.069200001,USD
1321,231,Ethiopia,21115,"Meat of sheep, fresh or chilled",738746564.49,USD
1322,231,Ethiopia,02910,Natural honey,,USD
1323,231,Ethiopia,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",,USD
1324,231,Ethiopia,02951.01,Raw hides and skins of cattle,,USD
1325,231,Ethiopia,02954,Raw hides and skins of goats or kids,,USD
1326,231,Ethiopia,02953,Raw hides and skins of sheep or lambs,,USD
1327,231,Ethiopia,02293,Raw milk of camel,,USD
1328,231,Ethiopia,02211,Raw milk of cattle,2981299172.450667,USD
1329,231,Ethiopia,02292,Raw milk of goats,14348692.682,USD
1330,231,Ethiopia,02291,Raw milk of sheep,10039231.476,USD
1331,231,Ethiopia,21514,"Sheep fat, unrendered",,USD
1332,231,Ethiopia,02941,"Shorn wool, greasy, including fleece-washed shorn wool",11168035.5375,USD
1333,234,Faroe Islands,21512,"Cattle fat, unrendered",,USD
1334,234,Faroe Islands,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1335,234,Faroe Islands,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1336,234,Faroe Islands,21111.01,"Meat of cattle with the bone, fresh or chilled",633218.25,USD
1337,234,Faroe Islands,21115,"Meat of sheep, fresh or chilled",3765003.4790625,USD
1338,234,Faroe Islands,02951.01,Raw hides and skins of cattle,,USD
1339,234,Faroe Islands,02953,Raw hides and skins of sheep or lambs,,USD
1340,234,Faroe Islands,02211,Raw milk of cattle,5068793.1225000005,USD
1341,234,Faroe Islands,21514,"Sheep fat, unrendered",,USD
1342,242,Fiji,21512,"Cattle fat, unrendered",,USD
1343,242,Fiji,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1344,242,Fiji,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1345,242,Fiji,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1346,242,Fiji,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1347,242,Fiji,21511.01,Fat of pigs,,USD
1348,242,Fiji,21515,"Goat fat, unrendered",,USD
1349,242,Fiji,0231,"Hen eggs in shell, fresh",20400223.618440002,USD
1350,242,Fiji,21111.01,"Meat of cattle with the bone, fresh or chilled",19418420.849999998,USD
1351,242,Fiji,21121,"Meat of chickens, fresh or chilled",129047321.86153847,USD
1352,242,Fiji,21122,"Meat of ducks, fresh or chilled",885808.592,USD
1353,242,Fiji,21116,"Meat of goat, fresh or chilled",1343593.7428571426,USD
1354,242,Fiji,21113.01,"Meat of pig with the bone, fresh or chilled",15171437.589,USD
1355,242,Fiji,21115,"Meat of sheep, fresh or chilled",1356387.9,USD
1356,242,Fiji,21124,"Meat of turkeys, fresh or chilled",,USD
1357,242,Fiji,02910,Natural honey,,USD
1358,242,Fiji,02951.01,Raw hides and skins of cattle,,USD
1359,242,Fiji,02954,Raw hides and skins of goats or kids,,USD
1360,242,Fiji,02953,Raw hides and skins of sheep or lambs,,USD
1361,242,Fiji,02211,Raw milk of cattle,6283960.47104,USD
1362,242,Fiji,21514,"Sheep fat, unrendered",,USD
1363,246,Finland,0231,"Hen eggs in shell, fresh",207557980.0810811,USD
1364,246,Finland,21118.01,"Horse meat, fresh or chilled",406495.86666666664,USD
1365,246,Finland,21111.01,"Meat of cattle with the bone, fresh or chilled",519976695.0,USD
1366,246,Finland,21121,"Meat of chickens, fresh or chilled",379518102.5,USD
1367,246,Finland,21122,"Meat of ducks, fresh or chilled",0.0,USD
1368,246,Finland,21116,"Meat of goat, fresh or chilled",0.0,USD
1369,246,Finland,21113.01,"Meat of pig with the bone, fresh or chilled",393104149.3333334,USD
1370,246,Finland,21115,"Meat of sheep, fresh or chilled",8256723.75,USD
1371,246,Finland,21124,"Meat of turkeys, fresh or chilled",,USD
1372,246,Finland,02910,Natural honey,,USD
1373,246,Finland,02212,Raw milk of buffalo,0.0,USD
1374,246,Finland,02211,Raw milk of cattle,1590736169.275,USD
1375,246,Finland,02292,Raw milk of goats,0.0,USD
1376,246,Finland,02291,Raw milk of sheep,0.0,USD
1377,250,France,21111.01,"Meat of cattle with the bone, fresh or chilled",8368993552.5,USD
1378,250,France,21121,"Meat of chickens, fresh or chilled",3058622786.875,USD
1379,250,France,21122,"Meat of ducks, fresh or chilled",751724928.0,USD
1380,250,France,21116,"Meat of goat, fresh or chilled",42403940.333333336,USD
1381,250,France,21113.01,"Meat of pig with the bone, fresh or chilled",4962824592.0,USD
1382,250,France,21115,"Meat of sheep, fresh or chilled",495403425.0,USD
1383,250,France,21124,"Meat of turkeys, fresh or chilled",,USD
1384,250,France,02910,Natural honey,,USD
1385,250,France,02212,Raw milk of buffalo,0.0,USD
1386,250,France,02211,Raw milk of cattle,16880454468.300001,USD
1387,250,France,02292,Raw milk of goats,973043279.5,USD
1388,250,France,02291,Raw milk of sheep,451766778.4000001,USD
1389,258,French Polynesia,21512,"Cattle fat, unrendered",,USD
1390,258,French Polynesia,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1391,258,French Polynesia,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1392,258,French Polynesia,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1393,258,French Polynesia,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1394,258,French Polynesia,0232,"Eggs from other birds in shell, fresh, n.e.c.",,USD
1395,258,French Polynesia,21511.01,Fat of pigs,,USD
1396,258,French Polynesia,21515,"Goat fat, unrendered",,USD
1397,258,French Polynesia,0231,"Hen eggs in shell, fresh",10883619.338594595,USD
1398,258,French Polynesia,21111.01,"Meat of cattle with the bone, fresh or chilled",885767.8200000001,USD
1399,258,French Polynesia,21121,"Meat of chickens, fresh or chilled",1604690.8024999998,USD
1400,258,French Polynesia,21122,"Meat of ducks, fresh or chilled",203368.89599999998,USD
1401,258,French Polynesia,21116,"Meat of goat, fresh or chilled",480307.47088888887,USD
1402,258,French Polynesia,21113.01,"Meat of pig with the bone, fresh or chilled",1892862.888,USD
1403,258,French Polynesia,21115,"Meat of sheep, fresh or chilled",18827.8321875,USD
1404,258,French Polynesia,02910,Natural honey,,USD
1405,258,French Polynesia,02951.01,Raw hides and skins of cattle,,USD
1406,258,French Polynesia,02954,Raw hides and skins of goats or kids,,USD
1407,258,French Polynesia,02953,Raw hides and skins of sheep or lambs,,USD
1408,258,French Polynesia,02211,Raw milk of cattle,596197.6871,USD
1409,258,French Polynesia,21514,"Sheep fat, unrendered",,USD
1410,266,Gabon,21512,"Cattle fat, unrendered",,USD
1411,266,Gabon,21151,"Edible offal of cattle, fresh, chilled or frozen",,USD
1412,266,Gabon,21156,"Edible offal of goat, fresh, chilled or frozen",,USD
1413,266,Gabon,21153,"Edible offal of pigs, fresh, chilled or frozen",,USD
1414,266,Gabon,21155,"Edible offal of sheep, fresh, chilled or frozen",,USD
1415,266,Gabon,21511.01,Fat of pigs,,USD
1416,266,Gabon,21170.02,"Game meat, fresh, chilled or frozen",,USD
1417,266,Gabon,21515,"Goat fat, unrendered",,USD
1418,266,Gabon,0231,"Hen eggs in shell, fresh",5689925.9508,USD
1419,266,Gabon,21111.01,"Meat of cattle with the bone, fresh or chilled",4677397.7129999995,USD
1420,266,Gabon,21121,"Meat of chickens, fresh or chilled",11836443.946384616,USD
1421,266,Gabon,21116,"Meat of goat, fresh or chilled",2284682.4597142856,USD
1422,266,Gabon,21113.01,"Meat of pig with the bone, fresh or chilled",13183822.657499999,USD
1423,266,Gabon,21114,"Meat of rabbits and hares, fresh or chilled",,USD
1424,266,Gabon,21115,"Meat of sheep, fresh or chilled",5544849.1453,USD
1425,266,Gabon,02951.01,Raw hides and skins of cattle,,USD
1426,266,Gabon,02954,Raw hides and skins of goats or kids,,USD
