Domain Code;Domain;Area Code (M49);Area;Element Code;Element;Item Code (CPC);Item;Year Code;Year;Unit;Value;Flag;Flag Description;Note;Area Code (ISO3)
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01319;Other tropical fruits, n.e.c.;2022;2022;kg/ha;5602.3;E;Estimated value;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01290.90;Other vegetables, fresh n.e.c.;2022;2022;kg/ha;5884.4;E;Estimated value;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01317;Papayas;2022;2022;kg/ha;3777.4;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01345;Peaches and nectarines;2022;2022;kg/ha;5939.4;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01342.01;Pears;2022;2022;kg/ha;9524.9;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01705;Peas, dry;2022;2022;kg/ha;1735.3;E;Estimated value;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01242;Peas, green;2022;2022;kg/ha;2528.8;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01359.01;Persimmons;2022;2022;kg/ha;9485.5;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01318;Pineapples;2022;2022;kg/ha;10916.9;E;Estimated value;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01346;Plums and sloes;2022;2022;kg/ha;8623.8;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01510;Potatoes;2022;2022;kg/ha;9838.1;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01235;Pumpkins, squash and gourds;2022;2022;kg/ha;8903.4;E;Estimated value;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01194;Quinoa;2022;2022;kg/ha;1285.7;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5420;Yield;02951.03;Raw hides and skins of buffaloes;2022;2022;100 g/An;160.0;E;Estimated value;;BTN
QCL;Crops and livestock products;064;Bhutan;5420;Yield;02951.01;Raw hides and skins of cattle;2022;2022;100 g/An;220.0;E;Estimated value;;BTN
QCL;Crops and livestock products;064;Bhutan;5420;Yield;02954;Raw hides and skins of goats or kids;2022;2022;100 g/An;34.0;E;Estimated value;;BTN
QCL;Crops and livestock products;064;Bhutan;5420;Yield;02953;Raw hides and skins of sheep or lambs;2022;2022;100 g/An;102.0;E;Estimated value;;BTN
QCL;Crops and livestock products;064;Bhutan;5420;Yield;02211;Raw milk of cattle;2022;2022;100 g/An;6927.0;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;0113;Rice;2022;2022;kg/ha;4470.1;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;0141;Soya beans;2022;2022;kg/ha;895.1;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01802;Sugar cane;2022;2022;kg/ha;52317.8;E;Estimated value;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01445;Sunflower seed;2022;2022;kg/ha;1271.2;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01530;Sweet potatoes;2022;2022;kg/ha;1884.9;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01550;Taro;2022;2022;kg/ha;426.4;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01234;Tomatoes;2022;2022;kg/ha;2958.1;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01970;Unmanufactured tobacco;2022;2022;kg/ha;1504.6;E;Estimated value;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01376;Walnuts, in shell;2022;2022;kg/ha;4016.2;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01221;Watermelons;2022;2022;kg/ha;5919.3;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;0111;Wheat;2022;2022;kg/ha;1075.3;A;Official figure;;BTN
QCL;Crops and livestock products;064;Bhutan;5412;Yield;01540;Yams;2022;2022;kg/ha;3327.0;E;Estimated value;;BTN
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01341;Apples;2022;2022;kg/ha;3814.5;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01311;Avocados;2022;2022;kg/ha;5434.7;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01312;Bananas;2022;2022;kg/ha;15339.5;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;0115;Barley;2022;2022;kg/ha;878.9;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01701;Beans, dry;2022;2022;kg/ha;1272.0;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01702;Broad beans and horse beans, dry;2022;2022;kg/ha;908.6;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01243;Broad beans and horse beans, green;2022;2022;kg/ha;1490.9;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01212;Cabbages;2022;2022;kg/ha;7672.2;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01251;Carrots and turnips;2022;2022;kg/ha;14080.4;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01520.01;Cassava, fresh;2022;2022;kg/ha;7359.9;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01213;Cauliflowers and broccoli;2022;2022;kg/ha;6245.2;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01199.90;Cereals n.e.c.;2022;2022;kg/ha;643.2;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01344.02;Cherries;2022;2022;kg/ha;2163.8;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01373;Chestnuts, in shell;2022;2022;kg/ha;1431.8;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01703;Chick peas, dry;2022;2022;kg/ha;1977.9;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2022;2022;kg/ha;2908.9;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01640;Cocoa beans;2022;2022;kg/ha;559.7;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01610;Coffee, green;2022;2022;kg/ha;895.4;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01232;Cucumbers and gherkins;2022;2022;kg/ha;8816.7;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01599.10;Edible roots and tubers with high starch or inulin content, n.e.c., fresh;2022;2022;kg/ha;2974.8;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01315;Figs;2022;2022;kg/ha;5091.3;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01330;Grapes;2022;2022;kg/ha;6833.8;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01290.01;Green corn (maize);2022;2022;kg/ha;2766.5;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01252;Green garlic;2022;2022;kg/ha;4640.6;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;0142;Groundnuts, excluding shelled;2022;2022;kg/ha;1382.6;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5410;Yield;0231;Hen eggs in shell, fresh;2022;2022;100 mg/An;48428.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5413;Yield;0231;Hen eggs in shell, fresh;2022;2022;No/An;97.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01322;Lemons and limes;2022;2022;kg/ha;7523.2;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01214;Lettuce and chicory;2022;2022;kg/ha;6508.9;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01441;Linseed;2022;2022;kg/ha;248.8;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;0112;Maize (corn);2022;2022;kg/ha;2414.6;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01316;Mangoes, guavas and mangosteens;2022;2022;kg/ha;8255.1;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5417;Yield/Carcass Weight;21111.01;Meat of cattle with the bone, fresh or chilled;2022;2022;100 g/An;1976.0;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5424;Yield/Carcass Weight;21121;Meat of chickens, fresh or chilled;2022;2022;0.1 g/An;28219.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5417;Yield/Carcass Weight;21116;Meat of goat, fresh or chilled;2022;2022;100 g/An;201.0;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5417;Yield/Carcass Weight;21117.02;Meat of other domestic camelids, fresh or chilled;2022;2022;100 g/An;444.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5424;Yield/Carcass Weight;21119.01;Meat of other domestic rodents, fresh or chilled;2022;2022;0.1 g/An;3000.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5417;Yield/Carcass Weight;21113.01;Meat of pig with the bone, fresh or chilled;2022;2022;100 g/An;546.0;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5424;Yield/Carcass Weight;21114;Meat of rabbits and hares, fresh or chilled;2022;2022;0.1 g/An;6426.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5417;Yield/Carcass Weight;21115;Meat of sheep, fresh or chilled;2022;2022;100 g/An;192.0;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01950.01;Natural rubber in primary forms;2022;2022;kg/ha;3209.8;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;0117;Oats;2022;2022;kg/ha;1531.2;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01253.02;Onions and shallots, dry (excluding dehydrated);2022;2022;kg/ha;14698.1;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01323;Oranges;2022;2022;kg/ha;8217.8;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01241.90;Other beans, green;2022;2022;kg/ha;2952.9;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01359.90;Other fruits, n.e.c.;2022;2022;kg/ha;3868.5;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01699;Other stimulant, spice and aromatic crops, n.e.c.;2022;2022;kg/ha;593.2;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01290.90;Other vegetables, fresh n.e.c.;2022;2022;kg/ha;5127.3;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01317;Papayas;2022;2022;kg/ha;7678.5;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01345;Peaches and nectarines;2022;2022;kg/ha;6862.7;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01342.01;Pears;2022;2022;kg/ha;5242.0;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01705;Peas, dry;2022;2022;kg/ha;1424.4;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01242;Peas, green;2022;2022;kg/ha;1323.9;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01651;Pepper (Piper spp.), raw;2022;2022;kg/ha;772.7;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01318;Pineapples;2022;2022;kg/ha;17235.5;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01313;Plantains and cooking bananas;2022;2022;kg/ha;11821.5;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01346;Plums and sloes;2022;2022;kg/ha;10048.3;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01321;Pomelos and grapefruits;2022;2022;kg/ha;8659.8;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01510;Potatoes;2022;2022;kg/ha;6344.3;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01235;Pumpkins, squash and gourds;2022;2022;kg/ha;7660.2;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01342.02;Quinces;2022;2022;kg/ha;4966.2;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01194;Quinoa;2022;2022;kg/ha;361.6;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5420;Yield;02951.01;Raw hides and skins of cattle;2022;2022;100 g/An;288.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5420;Yield;02954;Raw hides and skins of goats or kids;2022;2022;100 g/An;60.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5420;Yield;02953;Raw hides and skins of sheep or lambs;2022;2022;100 g/An;60.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5420;Yield;02211;Raw milk of cattle;2022;2022;100 g/An;25432.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5420;Yield;02292;Raw milk of goats;2022;2022;100 g/An;607.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5420;Yield;02291;Raw milk of sheep;2022;2022;100 g/An;258.0;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;0113;Rice;2022;2022;kg/ha;2995.2;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;0116;Rye;2022;2022;kg/ha;790.3;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01921.01;Seed cotton, unginned;2022;2022;kg/ha;2121.5;E;Estimated value;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01444;Sesame seed;2022;2022;kg/ha;490.2;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;0114;Sorghum;2022;2022;kg/ha;1181.7;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01344.01;Sour cherries;2022;2022;kg/ha;1304.5;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;0141;Soya beans;2022;2022;kg/ha;2267.3;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01354;Strawberries;2022;2022;kg/ha;6214.9;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01802;Sugar cane;2022;2022;kg/ha;53424.1;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01445;Sunflower seed;2022;2022;kg/ha;1320.0;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01530;Sweet potatoes;2022;2022;kg/ha;4205.9;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01324;Tangerines, mandarins, clementines;2022;2022;kg/ha;8635.9;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01620;Tea leaves;2022;2022;kg/ha;4347.9;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01234;Tomatoes;2022;2022;kg/ha;16304.0;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01970;Unmanufactured tobacco;2022;2022;kg/ha;1008.7;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;01221;Watermelons;2022;2022;kg/ha;13592.7;A;Official figure;;BOL
QCL;Crops and livestock products;068;Bolivia (Plurinational State of);5412;Yield;0111;Wheat;2022;2022;kg/ha;1445.5;A;Official figure;;BOL
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01371;Almonds, in shell;2022;2022;kg/ha;2000.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01654;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;2022;2022;kg/ha;1094.5;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01341;Apples;2022;2022;kg/ha;14390.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01343;Apricots;2022;2022;kg/ha;9779.1;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01311;Avocados;2022;2022;kg/ha;3406.0;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;0115;Barley;2022;2022;kg/ha;4270.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01701;Beans, dry;2022;2022;kg/ha;1900.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01192;Buckwheat;2022;2022;kg/ha;629.6;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01212;Cabbages;2022;2022;kg/ha;25000.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01251;Carrots and turnips;2022;2022;kg/ha;9599.5;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01344.02;Cherries;2022;2022;kg/ha;7280.1;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01373;Chestnuts, in shell;2022;2022;kg/ha;1126.9;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01703;Chick peas, dry;2022;2022;kg/ha;3187.1;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01691;Chicory roots;2022;2022;kg/ha;24585.8;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01652;Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw;2022;2022;kg/ha;8641.6;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2022;2022;kg/ha;13000.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01706;Cow peas, dry;2022;2022;kg/ha;1086.0;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01232;Cucumbers and gherkins;2022;2022;kg/ha;21000.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01315;Figs;2022;2022;kg/ha;9800.4;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01330;Grapes;2022;2022;kg/ha;7997.6;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01290.01;Green corn (maize);2022;2022;kg/ha;6101.2;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01252;Green garlic;2022;2022;kg/ha;7000.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5410;Yield;0231;Hen eggs in shell, fresh;2022;2022;100 mg/An;70642.0;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5413;Yield;0231;Hen eggs in shell, fresh;2022;2022;No/An;212.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5417;Yield/Carcass Weight;21118.01;Horse meat, fresh or chilled;2022;2022;100 g/An;2857.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01322;Lemons and limes;2022;2022;kg/ha;15000.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01214;Lettuce and chicory;2022;2022;kg/ha;5200.8;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;0112;Maize (corn);2022;2022;kg/ha;8540.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5417;Yield/Carcass Weight;21111.01;Meat of cattle with the bone, fresh or chilled;2022;2022;100 g/An;2468.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5424;Yield/Carcass Weight;21121;Meat of chickens, fresh or chilled;2022;2022;0.1 g/An;15391.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5417;Yield/Carcass Weight;21113.01;Meat of pig with the bone, fresh or chilled;2022;2022;100 g/An;762.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5417;Yield/Carcass Weight;21115;Meat of sheep, fresh or chilled;2022;2022;100 g/An;165.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5424;Yield/Carcass Weight;21124;Meat of turkeys, fresh or chilled;2022;2022;0.1 g/An;90455.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;0117;Oats;2022;2022;kg/ha;4000.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01450;Olives;2022;2022;kg/ha;3848.1;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01253.02;Onions and shallots, dry (excluding dehydrated);2022;2022;kg/ha;10350.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01323;Oranges;2022;2022;kg/ha;501.0;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01241.90;Other beans, green;2022;2022;kg/ha;4189.7;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01355.90;Other berries and fruits of the genus vaccinium n.e.c.;2022;2022;kg/ha;7201.4;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01359.90;Other fruits, n.e.c.;2022;2022;kg/ha;2590.1;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01290.90;Other vegetables, fresh n.e.c.;2022;2022;kg/ha;4705.0;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01345;Peaches and nectarines;2022;2022;kg/ha;15000.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01342.01;Pears;2022;2022;kg/ha;8959.9;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01705;Peas, dry;2022;2022;kg/ha;1510.3;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01346;Plums and sloes;2022;2022;kg/ha;8230.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01510;Potatoes;2022;2022;kg/ha;16500.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01342.02;Quinces;2022;2022;kg/ha;12399.6;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01443;Rape or colza seed;2022;2022;kg/ha;2349.9;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01353.01;Raspberries;2022;2022;kg/ha;7500.3;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5420;Yield;02951.01;Raw hides and skins of cattle;2022;2022;100 g/An;453.0;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5420;Yield;02953;Raw hides and skins of sheep or lambs;2022;2022;100 g/An;31.0;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5420;Yield;02211;Raw milk of cattle;2022;2022;100 g/An;36832.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5420;Yield;02291;Raw milk of sheep;2022;2022;100 g/An;602.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;0116;Rye;2022;2022;kg/ha;3300.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01344.01;Sour cherries;2022;2022;kg/ha;8200.2;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;0141;Soya beans;2022;2022;kg/ha;3000.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01354;Strawberries;2022;2022;kg/ha;8000.0;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01801;Sugar beet;2022;2022;kg/ha;19151.8;E;Estimated value;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01445;Sunflower seed;2022;2022;kg/ha;2070.3;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01324;Tangerines, mandarins, clementines;2022;2022;kg/ha;19411.8;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01234;Tomatoes;2022;2022;kg/ha;16500.2;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01191;Triticale;2022;2022;kg/ha;4140.1;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01970;Unmanufactured tobacco;2022;2022;kg/ha;1802.3;A;Official figure;;BIH
QCL;Crops and livestock products;070;Bosnia and Herzegovina;5412;Yield;01709.01;Vetches;2022;2022;kg/ha;4500.0;A;Official figure;;BIH
