,Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note,Country Group
2899,QCL,Crops and livestock products,807,North Macedonia,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,7271.35,E,Estimated value,,Upper-middle-income economies
2901,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,4415.0,A,Official figure,,Upper-middle-income economies
2902,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,1942.0,A,Official figure,,Upper-middle-income economies
2903,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Upper-middle-income economies
2904,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21123,"Meat of geese, fresh or chilled",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Upper-middle-income economies
2905,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,13493.0,A,Official figure,,Upper-middle-income economies
2906,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,3992.0,A,Official figure,,Upper-middle-income economies
2907,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21124,"Meat of turkeys, fresh or chilled",2022,2022,t,0.0,M,"Missing value (data cannot exist, not applicable)",,Upper-middle-income economies
2908,QCL,Crops and livestock products,807,North Macedonia,5510,Production,02910,Natural honey,2022,2022,t,3275.0,A,Official figure,,Upper-middle-income economies
2909,QCL,Crops and livestock products,807,North Macedonia,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,899.35,I,Imputed value,,Upper-middle-income economies
2910,QCL,Crops and livestock products,807,North Macedonia,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,790.42,I,Imputed value,,Upper-middle-income economies
2911,QCL,Crops and livestock products,807,North Macedonia,5510,Production,02211,Raw milk of cattle,2022,2022,t,334018.7,A,Official figure,,Upper-middle-income economies
2912,QCL,Crops and livestock products,807,North Macedonia,5510,Production,02292,Raw milk of goats,2022,2022,t,14113.06,A,Official figure,,Upper-middle-income economies
2913,QCL,Crops and livestock products,807,North Macedonia,5510,Production,02291,Raw milk of sheep,2022,2022,t,39835.25,A,Official figure,,Upper-middle-income economies
2914,QCL,Crops and livestock products,807,North Macedonia,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,103.79,I,Imputed value,,Upper-middle-income economies
2915,QCL,Crops and livestock products,807,North Macedonia,5510,Production,02941,"Shorn wool, greasy, including fleece-washed shorn wool",2022,2022,t,823.0,A,Official figure,,Upper-middle-income economies
2916,QCL,Crops and livestock products,578,Norway,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,2662.82,I,Imputed value,,High-income economies
2917,QCL,Crops and livestock products,578,Norway,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,5503.16,I,Imputed value,,High-income economies
2918,QCL,Crops and livestock products,578,Norway,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,31.64,I,Imputed value,,High-income economies
2919,QCL,Crops and livestock products,578,Norway,5510,Production,21153,"Edible offal of pigs, fresh, chilled or frozen",2022,2022,t,5481.05,I,Imputed value,,High-income economies
2920,QCL,Crops and livestock products,578,Norway,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,1304.44,I,Imputed value,,High-income economies
2921,QCL,Crops and livestock products,578,Norway,5510,Production,21159.01,"Edible offals of horses and other equines,  fresh, chilled or frozen",2022,2022,t,1.1,I,Imputed value,,High-income economies
2922,QCL,Crops and livestock products,578,Norway,5510,Production,21511.01,Fat of pigs,2022,2022,t,5127.43,I,Imputed value,,High-income economies
2923,QCL,Crops and livestock products,578,Norway,5510,Production,21170.02,"Game meat, fresh, chilled or frozen",2022,2022,t,7389.0,A,Official figure,,High-income economies
2924,QCL,Crops and livestock products,578,Norway,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,14.31,I,Imputed value,,High-income economies
2925,QCL,Crops and livestock products,578,Norway,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,74028.0,A,Official figure,,High-income economies
2927,QCL,Crops and livestock products,578,Norway,5510,Production,21118.01,"Horse meat, fresh or chilled",2022,2022,t,10.0,A,Official figure,,High-income economies
2928,QCL,Crops and livestock products,578,Norway,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,92311.0,A,Official figure,,High-income economies
2929,QCL,Crops and livestock products,578,Norway,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,105614.0,A,Official figure,,High-income economies
2930,QCL,Crops and livestock products,578,Norway,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,835.0,A,Official figure,,High-income economies
2931,QCL,Crops and livestock products,578,Norway,5510,Production,21123,"Meat of geese, fresh or chilled",2022,2022,t,12.0,A,Official figure,,High-income economies
2932,QCL,Crops and livestock products,578,Norway,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,339.0,A,Official figure,,High-income economies
2933,QCL,Crops and livestock products,578,Norway,5510,Production,21113.01,"Meat of pig with the bone, fresh or chilled",2022,2022,t,132606.0,A,Official figure,,High-income economies
2934,QCL,Crops and livestock products,578,Norway,5510,Production,21114,"Meat of rabbits and hares, fresh or chilled",2022,2022,t,32.0,A,Official figure,,High-income economies
2935,QCL,Crops and livestock products,578,Norway,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,23480.0,A,Official figure,,High-income economies
2936,QCL,Crops and livestock products,578,Norway,5510,Production,21124,"Meat of turkeys, fresh or chilled",2022,2022,t,8359.0,A,Official figure,,High-income economies
2937,QCL,Crops and livestock products,578,Norway,5510,Production,02910,Natural honey,2022,2022,t,1690.0,A,Official figure,,High-income economies
2938,QCL,Crops and livestock products,578,Norway,5510,Production,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",2022,2022,t,1797.0,A,Official figure,,High-income economies
2939,QCL,Crops and livestock products,578,Norway,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,5680.68,I,Imputed value,,High-income economies
2940,QCL,Crops and livestock products,578,Norway,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,71.57,I,Imputed value,,High-income economies
2941,QCL,Crops and livestock products,578,Norway,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,6783.11,I,Imputed value,,High-income economies
2942,QCL,Crops and livestock products,578,Norway,5510,Production,02211,Raw milk of cattle,2022,2022,t,1494018.0,A,Official figure,,High-income economies
2943,QCL,Crops and livestock products,578,Norway,5510,Production,02292,Raw milk of goats,2022,2022,t,19238.0,A,Official figure,,High-income economies
2944,QCL,Crops and livestock products,578,Norway,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,834.84,I,Imputed value,,High-income economies
2945,QCL,Crops and livestock products,578,Norway,5510,Production,02941,"Shorn wool, greasy, including fleece-washed shorn wool",2022,2022,t,3443.0,A,Official figure,,High-income economies
2946,QCL,Crops and livestock products,512,Oman,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,643.27,I,Imputed value,,High-income economies
2947,QCL,Crops and livestock products,512,Oman,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,3063.19,I,Imputed value,,High-income economies
2948,QCL,Crops and livestock products,512,Oman,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,3127.25,I,Imputed value,,High-income economies
2949,QCL,Crops and livestock products,512,Oman,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,5534.91,I,Imputed value,,High-income economies
2950,QCL,Crops and livestock products,512,Oman,5510,Production,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",2022,2022,t,2057.37,I,Imputed value,,High-income economies
2951,QCL,Crops and livestock products,512,Oman,5510,Production,21519.02,Fat of camels,2022,2022,t,1241.52,I,Imputed value,,High-income economies
2952,QCL,Crops and livestock products,512,Oman,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,710.74,I,Imputed value,,High-income economies
2953,QCL,Crops and livestock products,512,Oman,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,31350.0,A,Official figure,,High-income economies
2955,QCL,Crops and livestock products,512,Oman,5510,Production,21117.01,"Meat of camels, fresh or chilled",2022,2022,t,17026.53,I,Imputed value,,High-income economies
2956,QCL,Crops and livestock products,512,Oman,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,15315.96,I,Imputed value,,High-income economies
2957,QCL,Crops and livestock products,512,Oman,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,6806.67,I,Imputed value,,High-income economies
2958,QCL,Crops and livestock products,512,Oman,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,17626.31,I,Imputed value,,High-income economies
2959,QCL,Crops and livestock products,512,Oman,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,33209.47,I,Imputed value,,High-income economies
2960,QCL,Crops and livestock products,512,Oman,5510,Production,02910,Natural honey,2022,2022,t,533.7,A,Official figure,,High-income economies
2961,QCL,Crops and livestock products,512,Oman,5510,Production,02951.01,Raw hides and skins of cattle,2022,2022,t,1776.65,I,Imputed value,,High-income economies
2962,QCL,Crops and livestock products,512,Oman,5510,Production,02954,Raw hides and skins of goats or kids,2022,2022,t,1791.06,I,Imputed value,,High-income economies
2963,QCL,Crops and livestock products,512,Oman,5510,Production,02953,Raw hides and skins of sheep or lambs,2022,2022,t,2213.96,I,Imputed value,,High-income economies
2964,QCL,Crops and livestock products,512,Oman,5510,Production,02211,Raw milk of cattle,2022,2022,t,223971.6,A,Official figure,,High-income economies
2965,QCL,Crops and livestock products,512,Oman,5510,Production,02292,Raw milk of goats,2022,2022,t,116719.32,I,Imputed value,,High-income economies
2966,QCL,Crops and livestock products,512,Oman,5510,Production,02291,Raw milk of sheep,2022,2022,t,23076.3,I,Imputed value,,High-income economies
2967,QCL,Crops and livestock products,512,Oman,5510,Production,21514,"Sheep fat, unrendered",2022,2022,t,1660.47,I,Imputed value,,High-income economies
2968,QCL,Crops and livestock products,586,Pakistan,5510,Production,02960.01,Beeswax,2022,2022,t,484.67,I,Imputed value,,Lower-middle-income economies
2969,QCL,Crops and livestock products,586,Pakistan,5510,Production,21513,"Buffalo fat, unrendered",2022,2022,t,82950.0,I,Imputed value,,Lower-middle-income economies
2970,QCL,Crops and livestock products,586,Pakistan,5510,Production,21512,"Cattle fat, unrendered",2022,2022,t,95822.45,I,Imputed value,,Lower-middle-income economies
2971,QCL,Crops and livestock products,586,Pakistan,5510,Production,21152,"Edible offal of buffalo, fresh, chilled or frozen",2022,2022,t,116130.0,I,Imputed value,,Lower-middle-income economies
2972,QCL,Crops and livestock products,586,Pakistan,5510,Production,21151,"Edible offal of cattle, fresh, chilled or frozen",2022,2022,t,129489.8,I,Imputed value,,Lower-middle-income economies
2973,QCL,Crops and livestock products,586,Pakistan,5510,Production,21156,"Edible offal of goat, fresh, chilled or frozen",2022,2022,t,150347.83,I,Imputed value,,Lower-middle-income economies
2974,QCL,Crops and livestock products,586,Pakistan,5510,Production,21155,"Edible offal of sheep, fresh, chilled or frozen",2022,2022,t,70000.0,I,Imputed value,,Lower-middle-income economies
2975,QCL,Crops and livestock products,586,Pakistan,5510,Production,21159.02,"Edible offals of camels and other camelids, fresh, chilled or frozen",2022,2022,t,903.35,I,Imputed value,,Lower-middle-income economies
2976,QCL,Crops and livestock products,586,Pakistan,5510,Production,0232,"Eggs from other birds in shell, fresh, n.e.c.",2022,2022,t,22000.0,E,Estimated value,,Lower-middle-income economies
2978,QCL,Crops and livestock products,586,Pakistan,5510,Production,21519.02,Fat of camels,2022,2022,t,364.04,I,Imputed value,,Lower-middle-income economies
2979,QCL,Crops and livestock products,586,Pakistan,5510,Production,21515,"Goat fat, unrendered",2022,2022,t,34695.65,I,Imputed value,,Lower-middle-income economies
2980,QCL,Crops and livestock products,586,Pakistan,5510,Production,0231,"Hen eggs in shell, fresh",2022,2022,t,1058064.0,E,Estimated value,,Lower-middle-income economies
2982,QCL,Crops and livestock products,586,Pakistan,5510,Production,21112,"Meat of buffalo, fresh or chilled",2022,2022,t,1185000.0,A,Official figure,,Lower-middle-income economies
2983,QCL,Crops and livestock products,586,Pakistan,5510,Production,21117.01,"Meat of camels, fresh or chilled",2022,2022,t,6310.0,A,Official figure,,Lower-middle-income economies
2984,QCL,Crops and livestock products,586,Pakistan,5510,Production,21111.01,"Meat of cattle with the bone, fresh or chilled",2022,2022,t,1269000.0,A,Official figure,,Lower-middle-income economies
2985,QCL,Crops and livestock products,586,Pakistan,5510,Production,21121,"Meat of chickens, fresh or chilled",2022,2022,t,1977000.0,A,Official figure,,Lower-middle-income economies
2986,QCL,Crops and livestock products,586,Pakistan,5510,Production,21122,"Meat of ducks, fresh or chilled",2022,2022,t,5152.02,I,Imputed value,,Lower-middle-income economies
2987,QCL,Crops and livestock products,586,Pakistan,5510,Production,21116,"Meat of goat, fresh or chilled",2022,2022,t,532000.0,A,Official figure,,Lower-middle-income economies
2988,QCL,Crops and livestock products,586,Pakistan,5510,Production,21115,"Meat of sheep, fresh or chilled",2022,2022,t,250000.0,A,Official figure,,Lower-middle-income economies
2989,QCL,Crops and livestock products,586,Pakistan,5510,Production,02910,Natural honey,2022,2022,t,4454.77,I,Imputed value,,Lower-middle-income economies
2990,QCL,Crops and livestock products,586,Pakistan,5510,Production,21170.92,"Other meat n.e.c. (excluding mammals), fresh, chilled or frozen",2022,2022,t,24112.29,I,Imputed value,,Lower-middle-income economies
2991,QCL,Crops and livestock products,586,Pakistan,5510,Production,02951.03,Raw hides and skins of buffaloes,2022,2022,t,154050.0,I,Imputed value,,Lower-middle-income economies
