Country Code (ISO3),item,macro_impact,type,physical_volume,physical_unit,bu_agri_output,Country Name,gdp2022,relative impact,2022_USD_agrioutput_GDPdef,2022_USD_agrioutput_agriAVdef,2022_USD_agrioutput_agriAVdef_PPP,recomputed_sum
AFG,alfalfa,,vegetal,,tonnes,,Afghanistan,14502158192.0904,,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
AFG,almond,,vegetal,7292.381154296875,tonnes,,Afghanistan,14502158192.0904,,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
AFG,aniseetc,,vegetal,299.951287109375,tonnes,,Afghanistan,14502158192.0904,,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
AFG,apple,,vegetal,63698.785185546876,tonnes,,Afghanistan,14502158192.0904,,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
AFG,apricot,,vegetal,25044.828721142578,tonnes,,Afghanistan,14502158192.0904,,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
AFG,artichoke,,vegetal,,tonnes,,Afghanistan,14502158192.0904,,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
AFG,asparagus,,vegetal,,tonnes,,Afghanistan,14502158192.0904,,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
AFG,banana,128097.9325000669,vegetal,213.24776510748615,tonnes,134993.5669529632,Afghanistan,14502158192.0904,0.9489187921428952,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
AFG,barley,33220394.162628755,vegetal,38520.86521640626,tonnes,127254548.54112001,Afghanistan,14502158192.0904,0.2610546698996318,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
AFG,bean,282128.61612810084,vegetal,238.95535700180054,tonnes,599959.6963502448,Afghanistan,14502158192.0904,0.4702459479268081,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
AFG,beetfor,58138.412099383786,vegetal,60.24081659867764,tonnes,72651.68905310553,Afghanistan,14502158192.0904,0.8002348308363058,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
AFG,berrynes,,vegetal,1786.1334945190429,tonnes,,Afghanistan,14502158192.0904,,7598797133.0,5419418901.41455,5419418901.0,10691032369.6189
