Country Code (ISO3),Crop,Item Code (CPC),clipped_PA_surf,total_surf,yield,price
AFG,alfalfa,01912,112.2101593017578,174.08534,,
AFG,almond,01371,2097.38232421875,6001.171,1742.0,
AFG,aniseetc,01654,722.72314453125,1172.7765,704.0,
AFG,apple,01341,3218.062255859375,9298.334,10556.0,
AFG,apricot,01343,1936.0169677734373,5826.899,6378.7,
AFG,artichoke,01216,0.1543152630329132,0.23620692,,
AFG,asparagus,01211,0.1368868798017501,0.21006258,,
AFG,banana,01312,16.49834632873535,17.712723,12687.326315789474,600.6999999999999
AFG,barley,0115,16460.287109375,96544.5,1528.4,862.4
AFG,bean,01701,62.442359924316406,325.16797,1562.73,1180.675
AFG,beetfor,01801,2.5986077785491943,4.4703245,16839.7,965.1
AFG,berrynes,01355.90,305.06036376953125,828.3183,4099.7,
AFG,broadbean,01702,0.5465229749679565,3.6360507,2022.3166666666664,1088.1
AFG,buckwheat,01192,0.8760074973106384,1.4306772,,
AFG,cabbagefor,01212,0.0,0.0,17572.441666666666,277.85
AFG,cabbage,01212,34.62588882446289,83.74726,17572.441666666666,277.85
AFG,carrotfor,01251,0.0,0.0,13045.65,722.1999999999999
AFG,carrot,01251,62.34048461914063,122.267815,13045.65,722.1999999999999
AFG,castor,01447,0.1240536272525787,0.50409776,,
AFG,cauliflower,01213,1.7428059577941897,7.919676,,
AFG,cerealnes,01199.01,0.5857893228530884,3.7664943,,
AFG,cherry,01344.02,7.091590881347656,14.866257,,
AFG,chickpea,01703,11.58923625946045,44.082577,,
AFG,chilleetc,01231,1.1289408206939695,2.0471659,6726.175,1242.1
AFG,citrusnes,01329,24.714906692504883,42.17724,9147.5,
AFG,cotton,01921.01,20994.689453125,70721.81,1320.6,408.8
AFG,cucumberetc,01232,60.4274787902832,113.18953,14003.34,778.5
AFG,date,01314,40.97858047485352,69.43313,6005.742857142858,1103.2
AFG,eggplant,01233,3.833763360977173,9.852764,13908.78888888889,551.7
AFG,fig,01315,190.24522399902344,366.3661,5929.9,
AFG,fornes,01919.96,371.7932739257813,617.05707,,
AFG,fruitnes,01319,1044.7335205078125,3265.7988,,
AFG,garlic,01252,4.547930717468262,11.621388,9704.7,545.1
AFG,grapefruitetc,01321,0.690280556678772,1.0840821,,
AFG,grape,01330,9575.017578125,28846.172,9825.0,1715.4
AFG,grassnes,01919.91,233.6168365478516,398.69583,,
AFG,greenbean,01241.90,19.642240524291992,34.060677,6485.990909090909,1372.85
AFG,greenbroadbean,01243,0.1484028249979019,0.30553976,,
AFG,greenpea,01242,4.2764763832092285,20.96961,4026.9666666666662,827.2
AFG,groundnut,0142,52.10764694213867,120.65146,1034.35,765.4375
AFG,hazelnut,01374,9.471341133117676,16.834112,,
AFG,jutelikefiber,01922.02,0.3592407703399658,1.6728994,,
AFG,jute,01922.01,0.2504491209983825,1.604837,,
AFG,kiwi,01352,1.2360281944274902,2.1277158,,
AFG,legumenes,01290.90,0.0,0.0,8995.0,205.2
AFG,lemonlime,01322,12.497212409973145,24.849228,7351.771428571429,1410.2
AFG,lentil,01704,34.015995025634766,91.38467,,
AFG,lettuce,01214,1.947430729866028,3.3364172,14676.0,354.95
AFG,linseed,01441,1731.62646484375,8397.591,904.3,
AFG,maizefor,0112,168.1098175048828,488.28308,2237.4,488.3
AFG,maize,0112,21778.462890625,143388.0,2237.4,488.3
AFG,mango,01316,3.697732925415039,14.784206,9477.3,849.6833333333334
AFG,melonetc,01229,3530.804931640625,14374.831,10754.8,865.7
AFG,millet,0118,826.8272705078125,3112.7178,1577.1,516.9125
AFG,mixedgrass,01919.93,209.26495361328125,959.82526,,
AFG,nutnes,01379.90,172.14271545410156,552.1099,838.7,
AFG,oats,0117,0.8765594959259033,1.5589007,,
AFG,oilseedfor,01449.90,0.0,0.0,1045.23,267.7
AFG,oilseednes,01449.90,0.0631140619516372,0.33563802,1045.23,267.7
AFG,okra,01239.01,3.353050470352173,17.45304,6426.614285714286,1075.9499999999998
AFG,olive,01450,261.1449279785156,2190.9854,3503.0,
AFG,onion,01253.02,2108.135009765625,7601.439,17755.2,997.525
AFG,orange,01323,107.12287139892578,380.91556,5814.4,1111.3
AFG,papaya,01317,0.1823593378067016,0.90679085,15320.35,934.6
AFG,peachetc,01345,887.5740356445312,2480.3652,10085.4,
