Country Code (ISO3),macro_impact,physical_volume,type,physical_unit,Country Name,gdp2022,relative impact
AFG,1271702954.5564134,1697223.978080101,vegetal,tonnes,Afghanistan,14502158192.0904,0.08769060009633677
AGO,2497659672.872506,4828797.139840399,vegetal,tonnes,Angola,104399746853.401,0.023924001237088637
ALB,697942103.9929862,1038356.8971736912,vegetal,tonnes,Albania,18916378860.5488,0.03689617918620697
ARE,662788748.7716336,351174.1805615591,vegetal,tonnes,United Arab Emirates,507063968277.74,0.0013071107202170529
ARG,13244015064.98138,22747280.508252528,vegetal,tonnes,Argentina,631133384439.944,0.020984494548222755
ARM,808852654.9277184,1347007.3133604436,vegetal,tonnes,Armenia,19513474648.2429,0.04145098038706048
AUS,5480474117.005961,25059348.197169498,vegetal,tonnes,Australia,1692956646855.7,0.0032372205910793724
AUT,1063296505.5415453,2241039.6061487678,vegetal,tonnes,Austria,470941926750.741,0.0022578081184611203
AZE,549524600.0207382,1336004.9034155286,vegetal,tonnes,Azerbaijan,78807470588.2353,0.006973001365466657
BDI,710681202.9958663,1547076.216110828,vegetal,tonnes,Burundi,3338722827.65691,0.21286019824970523
BEL,496649802.8292335,1072571.331830842,vegetal,tonnes,Belgium,583613982019.263,0.0008509902403483557
BEN,1226499540.4350955,2788356.6529963696,vegetal,tonnes,Benin,17425418044.2906,0.07038565946123487
BFA,491799859.2054782,875523.7236532238,vegetal,tonnes,Burkina Faso,18820219331.2261,0.02613146268648923
BGD,5477350963.520832,9228955.176102314,vegetal,tonnes,Bangladesh,460131688909.301,0.011903876858610583
BGR,1891710471.8747938,4570075.827252355,vegetal,tonnes,Bulgaria,90346169914.9349,0.02093846893184212
BHR,747070.8343311172,600.877115035507,vegetal,tonnes,Bahrain,44383297872.3404,1.683225154831702e-05
BHS,46069015.04102097,79240.53862245847,vegetal,tonnes,Bahamas,13136400000.0,0.0035069741360662715
BIH,206546049.36420298,354723.99069171195,vegetal,tonnes,Bosnia and Herzegovina,24534663636.1778,0.008418540087895833
