Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,7005220.5,43360096.0
Ct,2680513.0,9248169.0
Dk,39413.85546875,208809.53
Gt,3563406.0,14290088.0
Ho,5103.6240234375,40103.76
Pg,395676.53125,2389381.2
Sh,2229126.5,9545089.0
