Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,119832976.0,190810940.0
Ct,2026327.5,3286717.8
Dk,0.0,8.571438
Gt,3924419.25,6216539.0
Ho,99582.2890625,161755.6
Pg,3796.46484375,7887.58
Sh,9593507.0,18488212.0
