Animal,clipped_PA_surf,total_surf
Bf,81361.95,374091.22
Ch,21653412.0,137315730.0
Ct,1198793.8,5778285.5
Dk,365205.84,1869366.6
Gt,273097.0,958603.5
Ho,97871.6,384180.12
Pg,1730965.6,8672291.0
Sh,2091240.6,7135775.5
