Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,3927766.75,14946549.0
Ct,3017781.0,11759964.0
Dk,7.042621612548828,526.3985
Gt,3783388.0,13507916.0
Ho,21.551067352294922,61.58153
Pg,1163.9974365234375,4929.6826
Sh,4893238.5,17198542.0
