Animal,clipped_PA_surf,total_surf
Bf,36.85005,115.64902
Ch,1893771.0,8554729.0
Ct,140379.3,504152.53
Dk,185802.19,1003687.5
Gt,259712.64,931509.75
Ho,6946.5957,30934.459
Pg,66606.24,171476.19
Sh,507885.8,1917048.2
