Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,11725467.0,41429572.0
Ct,5663450.5,18658818.0
Dk,339003.1875,1145901.2
Gt,6237217.5,24962268.0
Ho,711.4583129882812,2053.579
Pg,137080.53125,442146.03
Sh,5185035.5,16753384.0
