Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,1534858.375,5978831.0
Ct,5652497.0,24943920.0
Dk,39.75321578979492,61.243515
Gt,7628545.0,30568196.0
Ho,222942.25,1074207.8
Pg,20418.869140625,105231.84
Sh,6799100.0,26465516.0
