Animal,clipped_PA_surf,total_surf
Bf,0.052018717,0.97166884
Ch,48529470.0,103070350.0
Ct,1118342.4,2724032.8
Dk,388.49762,1155.0436
Gt,154234.7,412198.25
Ho,127127.72,309608.4
Pg,1120482.1,2693662.0
Sh,937516.6,2147351.2
