Animal,clipped_PA_surf,total_surf
Bf,0.0,0.0
Ch,9694558.0,15204560.0
Ct,3147101.5,6937583.5
Dk,167025.375,253626.81
Gt,5024.294921875,10689.933
Ho,38912.15625,92603.75
Pg,638269.75,1520805.9
Sh,2322547.0,5106061.0
