Animal,clipped_PA_surf,total_surf
Bf,0.17128062,0.6773409
Ch,888606.4,7221709.0
Ct,153387.53,902623.8
Dk,2.0361981,7.539105
Gt,629.8639,4465.6587
Ho,8625.43,73537.055
Pg,166354.1,1196091.2
Sh,22169.57,151087.8
