Animal,clipped_PA_surf,total_surf
Bf,2540.205078125,3915.858
Ch,14459321.0,23999274.0
Ct,780586.75,1302582.5
Dk,0.0,0.0
Gt,3731.94873046875,5309.9814
Ho,77137.0625,125638.06
Pg,329351.9375,482959.84
Sh,1864.198974609375,2812.0405
