Animal,clipped_PA_surf,total_surf
Bf,162312.88,322657.97
Ch,4567065.5,16703907.0
Ct,454408.25,1079435.8
Dk,4683.7266,11903.619
Gt,121355.75,303279.7
Ho,792.3759,1365.3286
Pg,21538.61,69664.21
Sh,3137.1777,7534.38
