Animal,clipped_PA_surf,total_surf
Bf,12.8990555,12.8990555
Ch,93630880.0,148867950.0
Ct,2914091.0,5548958.5
Dk,988498.56,1616040.6
Gt,793125.6,1879298.9
Ho,370029.28,743122.44
Pg,1960472.4,3193782.8
Sh,4707555.5,11953342.0
