Animal,clipped_PA_surf,total_surf
Bf,67628.40625,127134.25
Ch,514845.625,900028.4
Ct,138529.5,218317.48
Dk,0.0,0.0
Gt,76991.2890625,155257.5
Ho,27251.87109375,50331.105
Pg,240889.0,412151.44
Sh,9821.123046875,39295.676
