Animal,clipped_PA_surf,total_surf
Bf,322.5437,650.6897
Ch,710600.1,1794341.2
Ct,98505.53,253934.1
Dk,184.1593,254.52707
Gt,35467.83,89758.37
Ho,7172.996,18867.188
Pg,78986.06,194785.53
Sh,314862.0,735136.5
