Animal,clipped_PA_surf,total_surf
Bf,1136480.8,2834549.0
Ch,62540228.0,175528880.0
Ct,880502.25,2516972.5
Dk,3782255.5,10048323.0
Gt,1287748.1,3636384.5
Ho,86036.69,241201.81
Pg,4251964.0,11909646.0
Sh,9619.439,29924.781
